read,cycle,channel,intensity,cell,i,j,tile,well
60637,4,Far-red,6,1046,1265,759,0,Well6
59910,1,GFP,57,1047,1249,1887,0,Well6
59910,1,Cy3,60,1047,1249,1887,0,Well6
59910,1,Far-red,18,1047,1249,1887,0,Well6
59910,2,GFP,2465,1047,1249,1887,0,Well6
59910,2,Cy3,1632,1047,1249,1887,0,Well6
59910,2,Far-red,394,1047,1249,1887,0,Well6
59910,3,GFP,11,1047,1249,1887,0,Well6
59910,3,Cy3,15,1047,1249,1887,0,Well6
59910,3,Far-red,12,1047,1249,1887,0,Well6
59910,4,GFP,121,1047,1249,1887,0,Well6
59910,4,Cy3,34,1047,1249,1887,0,Well6
59910,4,Far-red,15,1047,1249,1887,0,Well6
59911,1,GFP,39,1047,1249,1891,0,Well6
59911,1,Cy3,39,1047,1249,1891,0,Well6
59911,1,Far-red,43,1047,1249,1891,0,Well6
59911,2,GFP,339,1047,1249,1891,0,Well6
59911,2,Cy3,654,1047,1249,1891,0,Well6
59911,2,Far-red,1183,1047,1249,1891,0,Well6
59911,3,GFP,85,1047,1249,1891,0,Well6
59911,3,Cy3,39,1047,1249,1891,0,Well6
59911,3,Far-red,15,1047,1249,1891,0,Well6
59911,4,GFP,80,1047,1249,1891,0,Well6
59911,4,Cy3,41,1047,1249,1891,0,Well6
59911,4,Far-red,18,1047,1249,1891,0,Well6
60055,1,GFP,42,1047,1252,1883,0,Well6
60055,1,Cy3,31,1047,1252,1883,0,Well6
60055,1,Far-red,32,1047,1252,1883,0,Well6
60055,2,GFP,0,1047,1252,1883,0,Well6
60055,2,Cy3,304,1047,1252,1883,0,Well6
60055,2,Far-red,113,1047,1252,1883,0,Well6
60055,3,GFP,15,1047,1252,1883,0,Well6
60055,3,Cy3,46,1047,1252,1883,0,Well6
60055,3,Far-red,16,1047,1252,1883,0,Well6
60055,4,GFP,56,1047,1252,1883,0,Well6
60055,4,Cy3,59,1047,1252,1883,0,Well6
60055,4,Far-red,35,1047,1252,1883,0,Well6
60234,1,GFP,65,1047,1256,1895,0,Well6
60234,1,Cy3,0,1047,1256,1895,0,Well6
60234,1,Far-red,5,1047,1256,1895,0,Well6
60234,2,GFP,521,1047,1256,1895,0,Well6
60234,2,Cy3,419,1047,1256,1895,0,Well6
60234,2,Far-red,298,1047,1256,1895,0,Well6
60234,3,GFP,72,1047,1256,1895,0,Well6
60234,3,Cy3,42,1047,1256,1895,0,Well6
60234,3,Far-red,23,1047,1256,1895,0,Well6
60234,4,GFP,344,1047,1256,1895,0,Well6
60234,4,Cy3,374,1047,1256,1895,0,Well6
60234,4,Far-red,40,1047,1256,1895,0,Well6
60340,1,GFP,85,1047,1258,1884,0,Well6
60340,1,Cy3,27,1047,1258,1884,0,Well6
60340,1,Far-red,42,1047,1258,1884,0,Well6
60340,2,GFP,17839,1047,1258,1884,0,Well6
60340,2,Cy3,24071,1047,1258,1884,0,Well6
60340,2,Far-red,291,1047,1258,1884,0,Well6
60340,3,GFP,75,1047,1258,1884,0,Well6
60340,3,Cy3,16,1047,1258,1884,0,Well6
60340,3,Far-red,6,1047,1258,1884,0,Well6
60340,4,GFP,27,1047,1258,1884,0,Well6
60340,4,Cy3,209,1047,1258,1884,0,Well6
60340,4,Far-red,19,1047,1258,1884,0,Well6
60420,1,GFP,58,1048,1260,1637,0,Well6
60420,1,Cy3,50,1048,1260,1637,0,Well6
60420,1,Far-red,51,1048,1260,1637,0,Well6
60420,2,GFP,13693,1048,1260,1637,0,Well6
60420,2,Cy3,12527,1048,1260,1637,0,Well6
60420,2,Far-red,42,1048,1260,1637,0,Well6
60420,3,GFP,37,1048,1260,1637,0,Well6
60420,3,Cy3,24,1048,1260,1637,0,Well6
60420,3,Far-red,13,1048,1260,1637,0,Well6
60420,4,GFP,38,1048,1260,1637,0,Well6
60420,4,Cy3,34,1048,1260,1637,0,Well6
60420,4,Far-red,35,1048,1260,1637,0,Well6
60268,1,GFP,31,1049,1257,907,0,Well6
60268,1,Cy3,24,1049,1257,907,0,Well6
60268,1,Far-red,57,1049,1257,907,0,Well6
60268,2,GFP,13178,1049,1257,907,0,Well6
60268,2,Cy3,14803,1049,1257,907,0,Well6
60268,2,Far-red,1047,1049,1257,907,0,Well6
60268,3,GFP,60,1049,1257,907,0,Well6
60268,3,Cy3,12,1049,1257,907,0,Well6
60268,3,Far-red,11,1049,1257,907,0,Well6
60268,4,GFP,189,1049,1257,907,0,Well6
60268,4,Cy3,45,1049,1257,907,0,Well6
60268,4,Far-red,67,1049,1257,907,0,Well6
60493,1,GFP,101,1049,1262,907,0,Well6
60493,1,Cy3,0,1049,1262,907,0,Well6
60493,1,Far-red,0,1049,1262,907,0,Well6
60493,2,GFP,13300,1049,1262,907,0,Well6
60493,2,Cy3,16185,1049,1262,907,0,Well6
60493,2,Far-red,108,1049,1262,907,0,Well6
60493,3,GFP,41,1049,1262,907,0,Well6
60493,3,Cy3,36,1049,1262,907,0,Well6
60493,3,Far-red,26,1049,1262,907,0,Well6
60493,4,GFP,21,1049,1262,907,0,Well6
60493,4,Cy3,13,1049,1262,907,0,Well6
60493,4,Far-red,83,1049,1262,907,0,Well6
60642,1,GFP,78,1049,1265,903,0,Well6
60642,1,Cy3,47,1049,1265,903,0,Well6
60642,1,Far-red,53,1049,1265,903,0,Well6
60642,2,GFP,7244,1049,1265,903,0,Well6
60642,2,Cy3,6507,1049,1265,903,0,Well6
60642,2,Far-red,314,1049,1265,903,0,Well6
60642,3,GFP,58,1049,1265,903,0,Well6
60642,3,Cy3,28,1049,1265,903,0,Well6
60642,3,Far-red,18,1049,1265,903,0,Well6
60642,4,GFP,91,1049,1265,903,0,Well6
60642,4,Cy3,63,1049,1265,903,0,Well6
60642,4,Far-red,75,1049,1265,903,0,Well6
60643,1,GFP,144,1049,1265,913,0,Well6
60643,1,Cy3,111,1049,1265,913,0,Well6
60643,1,Far-red,241,1049,1265,913,0,Well6
60643,2,GFP,0,1049,1265,913,0,Well6
60643,2,Cy3,0,1049,1265,913,0,Well6
60643,2,Far-red,305,1049,1265,913,0,Well6
60643,3,GFP,57,1049,1265,913,0,Well6
60643,3,Cy3,30,1049,1265,913,0,Well6
60643,3,Far-red,16,1049,1265,913,0,Well6
60643,4,GFP,68,1049,1265,913,0,Well6
60643,4,Cy3,57,1049,1265,913,0,Well6
60643,4,Far-red,26,1049,1265,913,0,Well6
60734,1,GFP,89,1049,1267,908,0,Well6
60734,1,Cy3,52,1049,1267,908,0,Well6
60734,1,Far-red,0,1049,1267,908,0,Well6
60734,2,GFP,3558,1049,1267,908,0,Well6
60734,2,Cy3,2523,1049,1267,908,0,Well6
60734,2,Far-red,689,1049,1267,908,0,Well6
60734,3,GFP,81,1049,1267,908,0,Well6
60734,3,Cy3,67,1049,1267,908,0,Well6
60734,3,Far-red,37,1049,1267,908,0,Well6
60734,4,GFP,253,1049,1267,908,0,Well6
60734,4,Cy3,90,1049,1267,908,0,Well6
60734,4,Far-red,103,1049,1267,908,0,Well6
60275,1,GFP,88,1050,1257,1162,0,Well6
60275,1,Cy3,59,1050,1257,1162,0,Well6
60275,1,Far-red,120,1050,1257,1162,0,Well6
60275,2,GFP,5973,1050,1257,1162,0,Well6
60275,2,Cy3,4445,1050,1257,1162,0,Well6
60275,2,Far-red,2306,1050,1257,1162,0,Well6
60275,3,GFP,140,1050,1257,1162,0,Well6
60275,3,Cy3,83,1050,1257,1162,0,Well6
60275,3,Far-red,21,1050,1257,1162,0,Well6
60275,4,GFP,20,1050,1257,1162,0,Well6
60275,4,Cy3,0,1050,1257,1162,0,Well6
60275,4,Far-red,64,1050,1257,1162,0,Well6
60733,1,GFP,61,1051,1267,780,0,Well6
60733,1,Cy3,13,1051,1267,780,0,Well6
60733,1,Far-red,104,1051,1267,780,0,Well6
60733,2,GFP,21435,1051,1267,780,0,Well6
60733,2,Cy3,24455,1051,1267,780,0,Well6
60733,2,Far-red,724,1051,1267,780,0,Well6
60733,3,GFP,33,1051,1267,780,0,Well6
60733,3,Cy3,21,1051,1267,780,0,Well6
60733,3,Far-red,6,1051,1267,780,0,Well6
60733,4,GFP,148,1051,1267,780,0,Well6
60733,4,Cy3,32,1051,1267,780,0,Well6
60733,4,Far-red,55,1051,1267,780,0,Well6
60790,1,GFP,98,1051,1268,774,0,Well6
60790,1,Cy3,70,1051,1268,774,0,Well6
60790,1,Far-red,111,1051,1268,774,0,Well6
60790,2,GFP,24610,1051,1268,774,0,Well6
60790,2,Cy3,28418,1051,1268,774,0,Well6
60790,2,Far-red,404,1051,1268,774,0,Well6
60790,3,GFP,42,1051,1268,774,0,Well6
60790,3,Cy3,59,1051,1268,774,0,Well6
60790,3,Far-red,22,1051,1268,774,0,Well6
60790,4,GFP,7,1051,1268,774,0,Well6
60790,4,Cy3,29,1051,1268,774,0,Well6
60790,4,Far-red,7,1051,1268,774,0,Well6
61063,1,GFP,26,1051,1274,774,0,Well6
61063,1,Cy3,60,1051,1274,774,0,Well6
61063,1,Far-red,73,1051,1274,774,0,Well6
61063,2,GFP,461,1051,1274,774,0,Well6
61063,2,Cy3,349,1051,1274,774,0,Well6
61063,2,Far-red,352,1051,1274,774,0,Well6
61063,3,GFP,74,1051,1274,774,0,Well6
61063,3,Cy3,26,1051,1274,774,0,Well6
61063,3,Far-red,21,1051,1274,774,0,Well6
61063,4,GFP,141,1051,1274,774,0,Well6
61063,4,Cy3,39,1051,1274,774,0,Well6
61063,4,Far-red,56,1051,1274,774,0,Well6
60509,1,GFP,83,1052,1262,1616,0,Well6
60509,1,Cy3,130,1052,1262,1616,0,Well6
60509,1,Far-red,123,1052,1262,1616,0,Well6
60509,2,GFP,18699,1052,1262,1616,0,Well6
60509,2,Cy3,18022,1052,1262,1616,0,Well6
60509,2,Far-red,538,1052,1262,1616,0,Well6
60509,3,GFP,89,1052,1262,1616,0,Well6
60509,3,Cy3,54,1052,1262,1616,0,Well6
60509,3,Far-red,7,1052,1262,1616,0,Well6
60509,4,GFP,51,1052,1262,1616,0,Well6
60509,4,Cy3,12,1052,1262,1616,0,Well6
60509,4,Far-red,54,1052,1262,1616,0,Well6
60609,1,GFP,69,1052,1264,1608,0,Well6
60609,1,Cy3,43,1052,1264,1608,0,Well6
60609,1,Far-red,0,1052,1264,1608,0,Well6
60609,2,GFP,15002,1052,1264,1608,0,Well6
60609,2,Cy3,16777,1052,1264,1608,0,Well6
60609,2,Far-red,1235,1052,1264,1608,0,Well6
60609,3,GFP,70,1052,1264,1608,0,Well6
60609,3,Cy3,38,1052,1264,1608,0,Well6
60609,3,Far-red,22,1052,1264,1608,0,Well6
60609,4,GFP,1538,1052,1264,1608,0,Well6
60609,4,Cy3,332,1052,1264,1608,0,Well6
60609,4,Far-red,1599,1052,1264,1608,0,Well6
60848,1,GFP,50,1052,1269,1607,0,Well6
60848,1,Cy3,47,1052,1269,1607,0,Well6
60848,1,Far-red,30,1052,1269,1607,0,Well6
60848,2,GFP,4067,1052,1269,1607,0,Well6
60848,2,Cy3,2592,1052,1269,1607,0,Well6
60848,2,Far-red,388,1052,1269,1607,0,Well6
60848,3,GFP,15,1052,1269,1607,0,Well6
60848,3,Cy3,46,1052,1269,1607,0,Well6
60848,3,Far-red,20,1052,1269,1607,0,Well6
60848,4,GFP,49,1052,1269,1607,0,Well6
60848,4,Cy3,40,1052,1269,1607,0,Well6
60848,4,Far-red,53,1052,1269,1607,0,Well6
60662,1,GFP,0,1053,1265,1630,0,Well6
60662,1,Cy3,47,1053,1265,1630,0,Well6
60662,1,Far-red,86,1053,1265,1630,0,Well6
60662,2,GFP,22164,1053,1265,1630,0,Well6
60662,2,Cy3,21180,1053,1265,1630,0,Well6
60662,2,Far-red,128,1053,1265,1630,0,Well6
60662,3,GFP,67,1053,1265,1630,0,Well6
60662,3,Cy3,40,1053,1265,1630,0,Well6
60662,3,Far-red,13,1053,1265,1630,0,Well6
60662,4,GFP,86,1053,1265,1630,0,Well6
60662,4,Cy3,58,1053,1265,1630,0,Well6
60662,4,Far-red,35,1053,1265,1630,0,Well6
60807,1,GFP,22,1053,1268,1635,0,Well6
60807,1,Cy3,20,1053,1268,1635,0,Well6
60807,1,Far-red,21,1053,1268,1635,0,Well6
60807,2,GFP,12481,1053,1268,1635,0,Well6
60807,2,Cy3,14923,1053,1268,1635,0,Well6
60807,2,Far-red,507,1053,1268,1635,0,Well6
60807,3,GFP,48,1053,1268,1635,0,Well6
60807,3,Cy3,20,1053,1268,1635,0,Well6
60807,3,Far-red,16,1053,1268,1635,0,Well6
60807,4,GFP,41,1053,1268,1635,0,Well6
60807,4,Cy3,0,1053,1268,1635,0,Well6
60807,4,Far-red,6,1053,1268,1635,0,Well6
61085,1,GFP,65,1053,1274,1634,0,Well6
61085,1,Cy3,53,1053,1274,1634,0,Well6
61085,1,Far-red,92,1053,1274,1634,0,Well6
61085,2,GFP,8688,1053,1274,1634,0,Well6
61085,2,Cy3,7879,1053,1274,1634,0,Well6
61085,2,Far-red,403,1053,1274,1634,0,Well6
61085,3,GFP,0,1053,1274,1634,0,Well6
61085,3,Cy3,39,1053,1274,1634,0,Well6
61085,3,Far-red,9,1053,1274,1634,0,Well6
61085,4,GFP,103,1053,1274,1634,0,Well6
61085,4,Cy3,45,1053,1274,1634,0,Well6
61085,4,Far-red,86,1053,1274,1634,0,Well6
61086,1,GFP,41,1053,1274,1638,0,Well6
61086,1,Cy3,1,1053,1274,1638,0,Well6
61086,1,Far-red,13,1053,1274,1638,0,Well6
61086,2,GFP,10946,1053,1274,1638,0,Well6
61086,2,Cy3,10716,1053,1274,1638,0,Well6
61086,2,Far-red,420,1053,1274,1638,0,Well6
61086,3,GFP,37,1053,1274,1638,0,Well6
61086,3,Cy3,23,1053,1274,1638,0,Well6
61086,3,Far-red,16,1053,1274,1638,0,Well6
61086,4,GFP,135,1053,1274,1638,0,Well6
61086,4,Cy3,112,1053,1274,1638,0,Well6
61086,4,Far-red,43,1053,1274,1638,0,Well6
60611,1,GFP,91,1054,1264,1644,0,Well6
60611,1,Cy3,73,1054,1264,1644,0,Well6
60611,1,Far-red,37,1054,1264,1644,0,Well6
60611,2,GFP,13063,1054,1264,1644,0,Well6
60611,2,Cy3,9568,1054,1264,1644,0,Well6
60611,2,Far-red,211,1054,1264,1644,0,Well6
60611,3,GFP,33,1054,1264,1644,0,Well6
60611,3,Cy3,22,1054,1264,1644,0,Well6
60611,3,Far-red,21,1054,1264,1644,0,Well6
60611,4,GFP,219,1054,1264,1644,0,Well6
60611,4,Cy3,107,1054,1264,1644,0,Well6
60611,4,Far-red,109,1054,1264,1644,0,Well6
60759,1,GFP,48,1054,1267,1648,0,Well6
60759,1,Cy3,49,1054,1267,1648,0,Well6
60759,1,Far-red,42,1054,1267,1648,0,Well6
60759,2,GFP,14008,1054,1267,1648,0,Well6
60759,2,Cy3,13367,1054,1267,1648,0,Well6
60759,2,Far-red,424,1054,1267,1648,0,Well6
60759,3,GFP,85,1054,1267,1648,0,Well6
60759,3,Cy3,40,1054,1267,1648,0,Well6
60759,3,Far-red,15,1054,1267,1648,0,Well6
60759,4,GFP,165,1054,1267,1648,0,Well6
60759,4,Cy3,71,1054,1267,1648,0,Well6
60759,4,Far-red,70,1054,1267,1648,0,Well6
60937,1,GFP,72,1054,1271,1648,0,Well6
60937,1,Cy3,40,1054,1271,1648,0,Well6
60937,1,Far-red,40,1054,1271,1648,0,Well6
60937,2,GFP,11939,1054,1271,1648,0,Well6
60937,2,Cy3,12465,1054,1271,1648,0,Well6
60937,2,Far-red,681,1054,1271,1648,0,Well6
60937,3,GFP,17,1054,1271,1648,0,Well6
60937,3,Cy3,3,1054,1271,1648,0,Well6
60937,3,Far-red,16,1054,1271,1648,0,Well6
60937,4,GFP,58,1054,1271,1648,0,Well6
60937,4,Cy3,42,1054,1271,1648,0,Well6
60937,4,Far-red,23,1054,1271,1648,0,Well6
61087,1,GFP,21,1054,1274,1646,0,Well6
61087,1,Cy3,86,1054,1274,1646,0,Well6
61087,1,Far-red,120,1054,1274,1646,0,Well6
61087,2,GFP,10963,1054,1274,1646,0,Well6
61087,2,Cy3,13793,1054,1274,1646,0,Well6
61087,2,Far-red,1042,1054,1274,1646,0,Well6
61087,3,GFP,96,1054,1274,1646,0,Well6
61087,3,Cy3,85,1054,1274,1646,0,Well6
61087,3,Far-red,25,1054,1274,1646,0,Well6
61087,4,GFP,0,1054,1274,1646,0,Well6
61087,4,Cy3,40,1054,1274,1646,0,Well6
61087,4,Far-red,24,1054,1274,1646,0,Well6
60763,1,GFP,85,1055,1267,1895,0,Well6
60763,1,Cy3,4,1055,1267,1895,0,Well6
60763,1,Far-red,9,1055,1267,1895,0,Well6
60763,2,GFP,11619,1055,1267,1895,0,Well6
60763,2,Cy3,11766,1055,1267,1895,0,Well6
60763,2,Far-red,217,1055,1267,1895,0,Well6
60763,3,GFP,31,1055,1267,1895,0,Well6
60763,3,Cy3,26,1055,1267,1895,0,Well6
60763,3,Far-red,17,1055,1267,1895,0,Well6
60763,4,GFP,88,1055,1267,1895,0,Well6
60763,4,Cy3,18,1055,1267,1895,0,Well6
60763,4,Far-red,49,1055,1267,1895,0,Well6
60813,1,GFP,68,1055,1268,1890,0,Well6
60813,1,Cy3,73,1055,1268,1890,0,Well6
60813,1,Far-red,48,1055,1268,1890,0,Well6
60813,2,GFP,11856,1055,1268,1890,0,Well6
60813,2,Cy3,13913,1055,1268,1890,0,Well6
60813,2,Far-red,355,1055,1268,1890,0,Well6
60813,3,GFP,34,1055,1268,1890,0,Well6
60813,3,Cy3,33,1055,1268,1890,0,Well6
60813,3,Far-red,25,1055,1268,1890,0,Well6
60813,4,GFP,135,1055,1268,1890,0,Well6
60813,4,Cy3,63,1055,1268,1890,0,Well6
60813,4,Far-red,92,1055,1268,1890,0,Well6
60894,1,GFP,46,1055,1270,1900,0,Well6
60894,1,Cy3,12,1055,1270,1900,0,Well6
60894,1,Far-red,32,1055,1270,1900,0,Well6
60894,2,GFP,2241,1055,1270,1900,0,Well6
60894,2,Cy3,1611,1055,1270,1900,0,Well6
60894,2,Far-red,222,1055,1270,1900,0,Well6
60894,3,GFP,144,1055,1270,1900,0,Well6
60894,3,Cy3,11,1055,1270,1900,0,Well6
60894,3,Far-red,28,1055,1270,1900,0,Well6
60894,4,GFP,93,1055,1270,1900,0,Well6
60894,4,Cy3,87,1055,1270,1900,0,Well6
60894,4,Far-red,85,1055,1270,1900,0,Well6
60946,1,GFP,59,1055,1271,1894,0,Well6
60946,1,Cy3,81,1055,1271,1894,0,Well6
60946,1,Far-red,70,1055,1271,1894,0,Well6
60946,2,GFP,16501,1055,1271,1894,0,Well6
60946,2,Cy3,13597,1055,1271,1894,0,Well6
60946,2,Far-red,832,1055,1271,1894,0,Well6
60946,3,GFP,35,1055,1271,1894,0,Well6
60946,3,Cy3,41,1055,1271,1894,0,Well6
60946,3,Far-red,18,1055,1271,1894,0,Well6
60946,4,GFP,46,1055,1271,1894,0,Well6
60946,4,Cy3,13,1055,1271,1894,0,Well6
60946,4,Far-red,0,1055,1271,1894,0,Well6
61045,1,GFP,60,1055,1273,1902,0,Well6
61045,1,Cy3,39,1055,1273,1902,0,Well6
61045,1,Far-red,51,1055,1273,1902,0,Well6
61045,2,GFP,0,1055,1273,1902,0,Well6
61045,2,Cy3,0,1055,1273,1902,0,Well6
61045,2,Far-red,8,1055,1273,1902,0,Well6
61045,3,GFP,57,1055,1273,1902,0,Well6
61045,3,Cy3,36,1055,1273,1902,0,Well6
61045,3,Far-red,22,1055,1273,1902,0,Well6
61045,4,GFP,267,1055,1273,1902,0,Well6
61045,4,Cy3,77,1055,1273,1902,0,Well6
61045,4,Far-red,153,1055,1273,1902,0,Well6
60998,1,GFP,94,1056,1273,369,0,Well6
60998,1,Cy3,117,1056,1273,369,0,Well6
60998,1,Far-red,167,1056,1273,369,0,Well6
60998,2,GFP,4867,1056,1273,369,0,Well6
60998,2,Cy3,3809,1056,1273,369,0,Well6
60998,2,Far-red,1143,1056,1273,369,0,Well6
60998,3,GFP,127,1056,1273,369,0,Well6
60998,3,Cy3,36,1056,1273,369,0,Well6
60998,3,Far-red,32,1056,1273,369,0,Well6
60998,4,GFP,44,1056,1273,369,0,Well6
60998,4,Cy3,132,1056,1273,369,0,Well6
60998,4,Far-red,64,1056,1273,369,0,Well6
61055,1,GFP,43,1056,1274,363,0,Well6
61055,1,Cy3,71,1056,1274,363,0,Well6
61055,1,Far-red,74,1056,1274,363,0,Well6
61055,2,GFP,1750,1056,1274,363,0,Well6
61055,2,Cy3,1157,1056,1274,363,0,Well6
61055,2,Far-red,269,1056,1274,363,0,Well6
61055,3,GFP,29,1056,1274,363,0,Well6
61055,3,Cy3,4,1056,1274,363,0,Well6
61055,3,Far-red,12,1056,1274,363,0,Well6
61055,4,GFP,179,1056,1274,363,0,Well6
61055,4,Cy3,45,1056,1274,363,0,Well6
61055,4,Far-red,82,1056,1274,363,0,Well6
61109,1,GFP,11,1056,1275,376,0,Well6
61109,1,Cy3,0,1056,1275,376,0,Well6
61109,1,Far-red,0,1056,1275,376,0,Well6
61109,2,GFP,116,1056,1275,376,0,Well6
61109,2,Cy3,119,1056,1275,376,0,Well6
61109,2,Far-red,686,1056,1275,376,0,Well6
61109,3,GFP,1,1056,1275,376,0,Well6
61109,3,Cy3,96,1056,1275,376,0,Well6
61109,3,Far-red,16,1056,1275,376,0,Well6
61109,4,GFP,133,1056,1275,376,0,Well6
61109,4,Cy3,66,1056,1275,376,0,Well6
61109,4,Far-red,59,1056,1275,376,0,Well6
61306,1,GFP,123,1056,1279,368,0,Well6
61306,1,Cy3,263,1056,1279,368,0,Well6
61306,1,Far-red,342,1056,1279,368,0,Well6
61306,2,GFP,16173,1056,1279,368,0,Well6
61306,2,Cy3,14209,1056,1279,368,0,Well6
61306,2,Far-red,293,1056,1279,368,0,Well6
61306,3,GFP,0,1056,1279,368,0,Well6
61306,3,Cy3,8,1056,1279,368,0,Well6
61306,3,Far-red,24,1056,1279,368,0,Well6
61306,4,GFP,143,1056,1279,368,0,Well6
61306,4,Cy3,56,1056,1279,368,0,Well6
61306,4,Far-red,103,1056,1279,368,0,Well6
61535,1,GFP,7,1056,1284,374,0,Well6
61535,1,Cy3,26,1056,1284,374,0,Well6
61535,1,Far-red,44,1056,1284,374,0,Well6
61535,2,GFP,5852,1056,1284,374,0,Well6
61535,2,Cy3,4233,1056,1284,374,0,Well6
61535,2,Far-red,552,1056,1284,374,0,Well6
61535,3,GFP,66,1056,1284,374,0,Well6
61535,3,Cy3,33,1056,1284,374,0,Well6
61535,3,Far-red,6,1056,1284,374,0,Well6
61535,4,GFP,117,1056,1284,374,0,Well6
61535,4,Cy3,37,1056,1284,374,0,Well6
61535,4,Far-red,24,1056,1284,374,0,Well6
61122,1,GFP,51,1057,1275,899,0,Well6
61122,1,Cy3,62,1057,1275,899,0,Well6
61122,1,Far-red,16,1057,1275,899,0,Well6
61122,2,GFP,16042,1057,1275,899,0,Well6
61122,2,Cy3,13089,1057,1275,899,0,Well6
61122,2,Far-red,267,1057,1275,899,0,Well6
61122,3,GFP,116,1057,1275,899,0,Well6
61122,3,Cy3,31,1057,1275,899,0,Well6
61122,3,Far-red,25,1057,1275,899,0,Well6
61122,4,GFP,87,1057,1275,899,0,Well6
61122,4,Cy3,43,1057,1275,899,0,Well6
61122,4,Far-red,35,1057,1275,899,0,Well6
61271,1,GFP,25,1057,1278,905,0,Well6
61271,1,Cy3,50,1057,1278,905,0,Well6
61271,1,Far-red,45,1057,1278,905,0,Well6
61271,2,GFP,11232,1057,1278,905,0,Well6
61271,2,Cy3,9079,1057,1278,905,0,Well6
61271,2,Far-red,420,1057,1278,905,0,Well6
61271,3,GFP,124,1057,1278,905,0,Well6
61271,3,Cy3,55,1057,1278,905,0,Well6
61271,3,Far-red,40,1057,1278,905,0,Well6
61271,4,GFP,322,1057,1278,905,0,Well6
61271,4,Cy3,114,1057,1278,905,0,Well6
61271,4,Far-red,64,1057,1278,905,0,Well6
61407,1,GFP,76,1057,1281,897,0,Well6
61407,1,Cy3,107,1057,1281,897,0,Well6
61407,1,Far-red,23,1057,1281,897,0,Well6
61407,2,GFP,2486,1057,1281,897,0,Well6
61407,2,Cy3,1585,1057,1281,897,0,Well6
61407,2,Far-red,795,1057,1281,897,0,Well6
61407,3,GFP,78,1057,1281,897,0,Well6
61407,3,Cy3,34,1057,1281,897,0,Well6
61407,3,Far-red,23,1057,1281,897,0,Well6
61407,4,GFP,51,1057,1281,897,0,Well6
61407,4,Cy3,73,1057,1281,897,0,Well6
61407,4,Far-red,49,1057,1281,897,0,Well6
61223,1,GFP,27,1058,1277,731,0,Well6
61223,1,Cy3,53,1058,1277,731,0,Well6
61223,1,Far-red,94,1058,1277,731,0,Well6
61223,2,GFP,3565,1058,1277,731,0,Well6
61223,2,Cy3,2679,1058,1277,731,0,Well6
61223,2,Far-red,1713,1058,1277,731,0,Well6
61223,3,GFP,69,1058,1277,731,0,Well6
61223,3,Cy3,19,1058,1277,731,0,Well6
61223,3,Far-red,34,1058,1277,731,0,Well6
61223,4,GFP,7,1058,1277,731,0,Well6
61223,4,Cy3,18,1058,1277,731,0,Well6
61223,4,Far-red,39,1058,1277,731,0,Well6
61495,1,GFP,75,1058,1283,732,0,Well6
61495,1,Cy3,22,1058,1283,732,0,Well6
61495,1,Far-red,0,1058,1283,732,0,Well6
61495,2,GFP,2940,1058,1283,732,0,Well6
61495,2,Cy3,3033,1058,1283,732,0,Well6
61495,2,Far-red,2188,1058,1283,732,0,Well6
61495,3,GFP,117,1058,1283,732,0,Well6
61495,3,Cy3,64,1058,1283,732,0,Well6
61495,3,Far-red,36,1058,1283,732,0,Well6
61495,4,GFP,28,1058,1283,732,0,Well6
61495,4,Cy3,2,1058,1283,732,0,Well6
61495,4,Far-red,56,1058,1283,732,0,Well6
61563,1,GFP,28,1059,1284,1612,0,Well6
61563,1,Cy3,19,1059,1284,1612,0,Well6
61563,1,Far-red,73,1059,1284,1612,0,Well6
61563,2,GFP,13449,1059,1284,1612,0,Well6
61563,2,Cy3,8505,1059,1284,1612,0,Well6
61563,2,Far-red,362,1059,1284,1612,0,Well6
61563,3,GFP,74,1059,1284,1612,0,Well6
61563,3,Cy3,49,1059,1284,1612,0,Well6
61563,3,Far-red,19,1059,1284,1612,0,Well6
61563,4,GFP,104,1059,1284,1612,0,Well6
61563,4,Cy3,43,1059,1284,1612,0,Well6
61563,4,Far-red,0,1059,1284,1612,0,Well6
61668,1,GFP,0,1059,1286,1617,0,Well6
61668,1,Cy3,0,1059,1286,1617,0,Well6
61668,1,Far-red,0,1059,1286,1617,0,Well6
61668,2,GFP,16417,1059,1286,1617,0,Well6
61668,2,Cy3,19297,1059,1286,1617,0,Well6
61668,2,Far-red,490,1059,1286,1617,0,Well6
61668,3,GFP,31,1059,1286,1617,0,Well6
61668,3,Cy3,18,1059,1286,1617,0,Well6
61668,3,Far-red,7,1059,1286,1617,0,Well6
61668,4,GFP,274,1059,1286,1617,0,Well6
61668,4,Cy3,155,1059,1286,1617,0,Well6
61668,4,Far-red,103,1059,1286,1617,0,Well6
61759,1,GFP,0,1059,1288,1624,0,Well6
61759,1,Cy3,119,1059,1288,1624,0,Well6
61759,1,Far-red,338,1059,1288,1624,0,Well6
61759,2,GFP,5951,1059,1288,1624,0,Well6
61759,2,Cy3,5231,1059,1288,1624,0,Well6
61759,2,Far-red,638,1059,1288,1624,0,Well6
61759,3,GFP,9,1059,1288,1624,0,Well6
61759,3,Cy3,25,1059,1288,1624,0,Well6
61759,3,Far-red,14,1059,1288,1624,0,Well6
61759,4,GFP,40,1059,1288,1624,0,Well6
61759,4,Cy3,17,1059,1288,1624,0,Well6
61759,4,Far-red,68,1059,1288,1624,0,Well6
