read,cycle,channel,intensity,cell,i,j,tile,well
95,1,GFP,10,11,6,1733,0,Well6
95,1,Cy3,14,11,6,1733,0,Well6
95,1,Far-red,20,11,6,1733,0,Well6
95,2,GFP,110,11,6,1733,0,Well6
95,2,Cy3,125,11,6,1733,0,Well6
95,2,Far-red,700,11,6,1733,0,Well6
95,3,GFP,37,11,6,1733,0,Well6
95,3,Cy3,37,11,6,1733,0,Well6
95,3,Far-red,21,11,6,1733,0,Well6
95,4,GFP,116,11,6,1733,0,Well6
95,4,Cy3,1035,11,6,1733,0,Well6
95,4,Far-red,63,11,6,1733,0,Well6
184,1,GFP,3,11,8,1725,0,Well6
184,1,Cy3,3,11,8,1725,0,Well6
184,1,Far-red,0,11,8,1725,0,Well6
184,2,GFP,317,11,8,1725,0,Well6
184,2,Cy3,280,11,8,1725,0,Well6
184,2,Far-red,194,11,8,1725,0,Well6
184,3,GFP,122,11,8,1725,0,Well6
184,3,Cy3,11,11,8,1725,0,Well6
184,3,Far-red,18,11,8,1725,0,Well6
184,4,GFP,49,11,8,1725,0,Well6
184,4,Cy3,5,11,8,1725,0,Well6
184,4,Far-red,13,11,8,1725,0,Well6
469,1,GFP,86,11,14,1729,0,Well6
469,1,Cy3,20,11,14,1729,0,Well6
469,1,Far-red,0,11,14,1729,0,Well6
469,2,GFP,284,11,14,1729,0,Well6
469,2,Cy3,284,11,14,1729,0,Well6
469,2,Far-red,388,11,14,1729,0,Well6
469,3,GFP,66,11,14,1729,0,Well6
469,3,Cy3,28,11,14,1729,0,Well6
469,3,Far-red,14,11,14,1729,0,Well6
469,4,GFP,3,11,14,1729,0,Well6
469,4,Cy3,16,11,14,1729,0,Well6
469,4,Far-red,0,11,14,1729,0,Well6
51,1,GFP,381,12,5,1977,0,Well6
51,1,Cy3,496,12,5,1977,0,Well6
51,1,Far-red,1266,12,5,1977,0,Well6
51,2,GFP,7435,12,5,1977,0,Well6
51,2,Cy3,6217,12,5,1977,0,Well6
51,2,Far-red,47,12,5,1977,0,Well6
51,3,GFP,58,12,5,1977,0,Well6
51,3,Cy3,16,12,5,1977,0,Well6
51,3,Far-red,2,12,5,1977,0,Well6
51,4,GFP,53,12,5,1977,0,Well6
51,4,Cy3,37,12,5,1977,0,Well6
51,4,Far-red,6,12,5,1977,0,Well6
52,1,GFP,21283,12,5,1985,0,Well6
52,1,Cy3,464,12,5,1985,0,Well6
52,1,Far-red,5370,12,5,1985,0,Well6
52,2,GFP,0,12,5,1985,0,Well6
52,2,Cy3,49,12,5,1985,0,Well6
52,2,Far-red,133,12,5,1985,0,Well6
52,3,GFP,44,12,5,1985,0,Well6
52,3,Cy3,21,12,5,1985,0,Well6
52,3,Far-red,31,12,5,1985,0,Well6
52,4,GFP,79,12,5,1985,0,Well6
52,4,Cy3,57,12,5,1985,0,Well6
52,4,Far-red,3,12,5,1985,0,Well6
230,1,GFP,4254,12,9,1991,0,Well6
230,1,Cy3,75,12,9,1991,0,Well6
230,1,Far-red,1088,12,9,1991,0,Well6
230,2,GFP,154,12,9,1991,0,Well6
230,2,Cy3,157,12,9,1991,0,Well6
230,2,Far-red,121,12,9,1991,0,Well6
230,3,GFP,99,12,9,1991,0,Well6
230,3,Cy3,40,12,9,1991,0,Well6
230,3,Far-red,10,12,9,1991,0,Well6
230,4,GFP,28,12,9,1991,0,Well6
230,4,Cy3,27,12,9,1991,0,Well6
230,4,Far-red,51,12,9,1991,0,Well6
705,1,GFP,188,12,19,1985,0,Well6
705,1,Cy3,262,12,19,1985,0,Well6
705,1,Far-red,773,12,19,1985,0,Well6
705,2,GFP,2430,12,19,1985,0,Well6
705,2,Cy3,2060,12,19,1985,0,Well6
705,2,Far-red,183,12,19,1985,0,Well6
705,3,GFP,91,12,19,1985,0,Well6
705,3,Cy3,26,12,19,1985,0,Well6
705,3,Far-red,11,12,19,1985,0,Well6
705,4,GFP,21,12,19,1985,0,Well6
705,4,Cy3,16,12,19,1985,0,Well6
705,4,Far-red,27,12,19,1985,0,Well6
140,1,GFP,61,13,7,1792,0,Well6
140,1,Cy3,89,13,7,1792,0,Well6
140,1,Far-red,194,13,7,1792,0,Well6
140,2,GFP,5961,13,7,1792,0,Well6
140,2,Cy3,3380,13,7,1792,0,Well6
140,2,Far-red,142,13,7,1792,0,Well6
140,3,GFP,65,13,7,1792,0,Well6
140,3,Cy3,27,13,7,1792,0,Well6
140,3,Far-red,21,13,7,1792,0,Well6
140,4,GFP,70,13,7,1792,0,Well6
140,4,Cy3,32,13,7,1792,0,Well6
140,4,Far-red,27,13,7,1792,0,Well6
141,1,GFP,18,13,7,1797,0,Well6
141,1,Cy3,46,13,7,1797,0,Well6
141,1,Far-red,15,13,7,1797,0,Well6
141,2,GFP,13842,13,7,1797,0,Well6
141,2,Cy3,18759,13,7,1797,0,Well6
141,2,Far-red,62,13,7,1797,0,Well6
141,3,GFP,86,13,7,1797,0,Well6
141,3,Cy3,39,13,7,1797,0,Well6
141,3,Far-red,22,13,7,1797,0,Well6
141,4,GFP,86,13,7,1797,0,Well6
141,4,Cy3,4,13,7,1797,0,Well6
141,4,Far-red,52,13,7,1797,0,Well6
279,1,GFP,1458,13,10,1805,0,Well6
279,1,Cy3,173,13,10,1805,0,Well6
279,1,Far-red,587,13,10,1805,0,Well6
279,2,GFP,0,13,10,1805,0,Well6
279,2,Cy3,0,13,10,1805,0,Well6
279,2,Far-red,118,13,10,1805,0,Well6
279,3,GFP,105,13,10,1805,0,Well6
279,3,Cy3,52,13,10,1805,0,Well6
279,3,Far-red,21,13,10,1805,0,Well6
279,4,GFP,53,13,10,1805,0,Well6
279,4,Cy3,26,13,10,1805,0,Well6
279,4,Far-red,47,13,10,1805,0,Well6
428,1,GFP,66,13,13,1792,0,Well6
428,1,Cy3,108,13,13,1792,0,Well6
428,1,Far-red,57,13,13,1792,0,Well6
428,2,GFP,11931,13,13,1792,0,Well6
428,2,Cy3,13739,13,13,1792,0,Well6
428,2,Far-red,195,13,13,1792,0,Well6
428,3,GFP,38,13,13,1792,0,Well6
428,3,Cy3,41,13,13,1792,0,Well6
428,3,Far-red,19,13,13,1792,0,Well6
428,4,GFP,32,13,13,1792,0,Well6
428,4,Cy3,63,13,13,1792,0,Well6
428,4,Far-red,40,13,13,1792,0,Well6
568,1,GFP,47,13,16,1794,0,Well6
568,1,Cy3,49,13,16,1794,0,Well6
568,1,Far-red,48,13,16,1794,0,Well6
568,2,GFP,11176,13,16,1794,0,Well6
568,2,Cy3,12735,13,16,1794,0,Well6
568,2,Far-red,316,13,16,1794,0,Well6
568,3,GFP,71,13,16,1794,0,Well6
568,3,Cy3,31,13,16,1794,0,Well6
568,3,Far-red,21,13,16,1794,0,Well6
568,4,GFP,12,13,16,1794,0,Well6
568,4,Cy3,0,13,16,1794,0,Well6
568,4,Far-red,49,13,16,1794,0,Well6
283,1,GFP,48,14,10,2022,0,Well6
283,1,Cy3,288,14,10,2022,0,Well6
283,1,Far-red,626,14,10,2022,0,Well6
283,2,GFP,206,14,10,2022,0,Well6
283,2,Cy3,45,14,10,2022,0,Well6
283,2,Far-red,63,14,10,2022,0,Well6
283,3,GFP,258,14,10,2022,0,Well6
283,3,Cy3,64,14,10,2022,0,Well6
283,3,Far-red,53,14,10,2022,0,Well6
283,4,GFP,106,14,10,2022,0,Well6
283,4,Cy3,28,14,10,2022,0,Well6
283,4,Far-red,18,14,10,2022,0,Well6
329,1,GFP,1425,14,11,2031,0,Well6
329,1,Cy3,828,14,11,2031,0,Well6
329,1,Far-red,1571,14,11,2031,0,Well6
329,2,GFP,284,14,11,2031,0,Well6
329,2,Cy3,260,14,11,2031,0,Well6
329,2,Far-red,154,14,11,2031,0,Well6
329,3,GFP,87,14,11,2031,0,Well6
329,3,Cy3,23,14,11,2031,0,Well6
329,3,Far-red,9,14,11,2031,0,Well6
329,4,GFP,37,14,11,2031,0,Well6
329,4,Cy3,39,14,11,2031,0,Well6
329,4,Far-red,14,14,11,2031,0,Well6
381,1,GFP,2885,14,12,2027,0,Well6
381,1,Cy3,238,14,12,2027,0,Well6
381,1,Far-red,1945,14,12,2027,0,Well6
381,2,GFP,800,14,12,2027,0,Well6
381,2,Cy3,77,14,12,2027,0,Well6
381,2,Far-red,53,14,12,2027,0,Well6
381,3,GFP,50,14,12,2027,0,Well6
381,3,Cy3,31,14,12,2027,0,Well6
381,3,Far-red,15,14,12,2027,0,Well6
381,4,GFP,54,14,12,2027,0,Well6
381,4,Cy3,13,14,12,2027,0,Well6
381,4,Far-red,20,14,12,2027,0,Well6
384,1,GFP,32,15,13,110,0,Well6
384,1,Cy3,129,15,13,110,0,Well6
384,1,Far-red,211,15,13,110,0,Well6
384,2,GFP,16983,15,13,110,0,Well6
384,2,Cy3,14138,15,13,110,0,Well6
384,2,Far-red,198,15,13,110,0,Well6
384,3,GFP,41,15,13,110,0,Well6
384,3,Cy3,11,15,13,110,0,Well6
384,3,Far-red,11,15,13,110,0,Well6
384,4,GFP,7,15,13,110,0,Well6
384,4,Cy3,0,15,13,110,0,Well6
384,4,Far-red,0,15,13,110,0,Well6
431,1,GFP,296,15,14,115,0,Well6
431,1,Cy3,0,15,14,115,0,Well6
431,1,Far-red,29,15,14,115,0,Well6
431,2,GFP,0,15,14,115,0,Well6
431,2,Cy3,0,15,14,115,0,Well6
431,2,Far-red,322,15,14,115,0,Well6
431,3,GFP,112,15,14,115,0,Well6
431,3,Cy3,19,15,14,115,0,Well6
431,3,Far-red,22,15,14,115,0,Well6
431,4,GFP,297,15,14,115,0,Well6
431,4,Cy3,93,15,14,115,0,Well6
431,4,Far-red,90,15,14,115,0,Well6
330,1,GFP,86,16,12,152,0,Well6
330,1,Cy3,33,16,12,152,0,Well6
330,1,Far-red,0,16,12,152,0,Well6
330,2,GFP,4511,16,12,152,0,Well6
330,2,Cy3,3430,16,12,152,0,Well6
330,2,Far-red,884,16,12,152,0,Well6
330,3,GFP,52,16,12,152,0,Well6
330,3,Cy3,121,16,12,152,0,Well6
330,3,Far-red,33,16,12,152,0,Well6
330,4,GFP,18,16,12,152,0,Well6
330,4,Cy3,35,16,12,152,0,Well6
330,4,Far-red,29,16,12,152,0,Well6
350,1,GFP,152,17,12,845,0,Well6
350,1,Cy3,216,17,12,845,0,Well6
350,1,Far-red,179,17,12,845,0,Well6
350,2,GFP,0,17,12,845,0,Well6
350,2,Cy3,37,17,12,845,0,Well6
350,2,Far-red,341,17,12,845,0,Well6
350,3,GFP,59,17,12,845,0,Well6
350,3,Cy3,39,17,12,845,0,Well6
350,3,Far-red,17,17,12,845,0,Well6
350,4,GFP,22,17,12,845,0,Well6
350,4,Cy3,42,17,12,845,0,Well6
350,4,Far-red,54,17,12,845,0,Well6
541,1,GFP,107,17,16,841,0,Well6
541,1,Cy3,148,17,16,841,0,Well6
541,1,Far-red,279,17,16,841,0,Well6
541,2,GFP,16595,17,16,841,0,Well6
541,2,Cy3,17889,17,16,841,0,Well6
541,2,Far-red,388,17,16,841,0,Well6
541,3,GFP,67,17,16,841,0,Well6
541,3,Cy3,39,17,16,841,0,Well6
541,3,Far-red,31,17,16,841,0,Well6
541,4,GFP,19,17,16,841,0,Well6
541,4,Cy3,13,17,16,841,0,Well6
541,4,Far-red,53,17,16,841,0,Well6
542,1,GFP,95,17,16,850,0,Well6
542,1,Cy3,170,17,16,850,0,Well6
542,1,Far-red,291,17,16,850,0,Well6
542,2,GFP,2305,17,16,850,0,Well6
542,2,Cy3,2363,17,16,850,0,Well6
542,2,Far-red,206,17,16,850,0,Well6
542,3,GFP,51,17,16,850,0,Well6
542,3,Cy3,59,17,16,850,0,Well6
542,3,Far-red,22,17,16,850,0,Well6
542,4,GFP,111,17,16,850,0,Well6
542,4,Cy3,11,17,16,850,0,Well6
542,4,Far-red,113,17,16,850,0,Well6
679,1,GFP,91,17,19,839,0,Well6
679,1,Cy3,28,17,19,839,0,Well6
679,1,Far-red,274,17,19,839,0,Well6
679,2,GFP,15305,17,19,839,0,Well6
679,2,Cy3,18549,17,19,839,0,Well6
679,2,Far-red,251,17,19,839,0,Well6
679,3,GFP,0,17,19,839,0,Well6
679,3,Cy3,21,17,19,839,0,Well6
679,3,Far-red,6,17,19,839,0,Well6
679,4,GFP,135,17,19,839,0,Well6
679,4,Cy3,42,17,19,839,0,Well6
679,4,Far-red,24,17,19,839,0,Well6
721,1,GFP,112,17,20,848,0,Well6
721,1,Cy3,132,17,20,848,0,Well6
721,1,Far-red,242,17,20,848,0,Well6
721,2,GFP,3921,17,20,848,0,Well6
721,2,Cy3,3549,17,20,848,0,Well6
721,2,Far-red,197,17,20,848,0,Well6
721,3,GFP,41,17,20,848,0,Well6
721,3,Cy3,49,17,20,848,0,Well6
721,3,Far-red,17,17,20,848,0,Well6
721,4,GFP,281,17,20,848,0,Well6
721,4,Cy3,464,17,20,848,0,Well6
721,4,Far-red,53,17,20,848,0,Well6
909,1,GFP,21,17,24,842,0,Well6
909,1,Cy3,32,17,24,842,0,Well6
909,1,Far-red,71,17,24,842,0,Well6
909,2,GFP,660,17,24,842,0,Well6
909,2,Cy3,658,17,24,842,0,Well6
909,2,Far-red,269,17,24,842,0,Well6
909,3,GFP,115,17,24,842,0,Well6
909,3,Cy3,56,17,24,842,0,Well6
909,3,Far-red,14,17,24,842,0,Well6
909,4,GFP,135,17,24,842,0,Well6
909,4,Cy3,7,17,24,842,0,Well6
909,4,Far-red,35,17,24,842,0,Well6
614,1,GFP,53,18,17,1783,0,Well6
614,1,Cy3,18,18,17,1783,0,Well6
614,1,Far-red,138,18,17,1783,0,Well6
614,2,GFP,533,18,17,1783,0,Well6
614,2,Cy3,506,18,17,1783,0,Well6
614,2,Far-red,103,18,17,1783,0,Well6
614,3,GFP,21,18,17,1783,0,Well6
614,3,Cy3,24,18,17,1783,0,Well6
614,3,Far-red,22,18,17,1783,0,Well6
614,4,GFP,48,18,17,1783,0,Well6
614,4,Cy3,54,18,17,1783,0,Well6
614,4,Far-red,49,18,17,1783,0,Well6
743,1,GFP,71,18,20,1783,0,Well6
743,1,Cy3,198,18,20,1783,0,Well6
743,1,Far-red,368,18,20,1783,0,Well6
743,2,GFP,0,18,20,1783,0,Well6
743,2,Cy3,0,18,20,1783,0,Well6
743,2,Far-red,130,18,20,1783,0,Well6
743,3,GFP,39,18,20,1783,0,Well6
743,3,Cy3,23,18,20,1783,0,Well6
743,3,Far-red,24,18,20,1783,0,Well6
743,4,GFP,13,18,20,1783,0,Well6
743,4,Cy3,0,18,20,1783,0,Well6
743,4,Far-red,27,18,20,1783,0,Well6
836,1,GFP,48,18,22,1776,0,Well6
836,1,Cy3,67,18,22,1776,0,Well6
836,1,Far-red,101,18,22,1776,0,Well6
836,2,GFP,256,18,22,1776,0,Well6
836,2,Cy3,223,18,22,1776,0,Well6
836,2,Far-red,327,18,22,1776,0,Well6
836,3,GFP,83,18,22,1776,0,Well6
836,3,Cy3,35,18,22,1776,0,Well6
836,3,Far-red,4,18,22,1776,0,Well6
836,4,GFP,36,18,22,1776,0,Well6
836,4,Cy3,43,18,22,1776,0,Well6
836,4,Far-red,15,18,22,1776,0,Well6
453,1,GFP,0,19,14,1039,0,Well6
453,1,Cy3,0,19,14,1039,0,Well6
453,1,Far-red,4,19,14,1039,0,Well6
453,2,GFP,3087,19,14,1039,0,Well6
453,2,Cy3,2700,19,14,1039,0,Well6
453,2,Far-red,328,19,14,1039,0,Well6
453,3,GFP,45,19,14,1039,0,Well6
453,3,Cy3,42,19,14,1039,0,Well6
453,3,Far-red,20,19,14,1039,0,Well6
453,4,GFP,33,19,14,1039,0,Well6
453,4,Cy3,58,19,14,1039,0,Well6
453,4,Far-red,21,19,14,1039,0,Well6
644,1,GFP,37,19,18,1046,0,Well6
644,1,Cy3,56,19,18,1046,0,Well6
644,1,Far-red,0,19,18,1046,0,Well6
644,2,GFP,14379,19,18,1046,0,Well6
644,2,Cy3,17750,19,18,1046,0,Well6
644,2,Far-red,81,19,18,1046,0,Well6
644,3,GFP,39,19,18,1046,0,Well6
644,3,Cy3,47,19,18,1046,0,Well6
644,3,Far-red,12,19,18,1046,0,Well6
644,4,GFP,85,19,18,1046,0,Well6
644,4,Cy3,35,19,18,1046,0,Well6
644,4,Far-red,11,19,18,1046,0,Well6
550,1,GFP,53,20,16,1276,0,Well6
550,1,Cy3,44,20,16,1276,0,Well6
550,1,Far-red,12,20,16,1276,0,Well6
550,2,GFP,11164,20,16,1276,0,Well6
550,2,Cy3,10495,20,16,1276,0,Well6
550,2,Far-red,564,20,16,1276,0,Well6
550,3,GFP,65,20,16,1276,0,Well6
550,3,Cy3,59,20,16,1276,0,Well6
550,3,Far-red,21,20,16,1276,0,Well6
550,4,GFP,153,20,16,1276,0,Well6
550,4,Cy3,72,20,16,1276,0,Well6
550,4,Far-red,39,20,16,1276,0,Well6
551,1,GFP,68,20,16,1286,0,Well6
551,1,Cy3,88,20,16,1286,0,Well6
551,1,Far-red,173,20,16,1286,0,Well6
551,2,GFP,16749,20,16,1286,0,Well6
551,2,Cy3,23745,20,16,1286,0,Well6
551,2,Far-red,490,20,16,1286,0,Well6
551,3,GFP,115,20,16,1286,0,Well6
551,3,Cy3,22,20,16,1286,0,Well6
551,3,Far-red,16,20,16,1286,0,Well6
551,4,GFP,39,20,16,1286,0,Well6
551,4,Cy3,55,20,16,1286,0,Well6
551,4,Far-red,52,20,16,1286,0,Well6
649,1,GFP,140,20,18,1272,0,Well6
649,1,Cy3,146,20,18,1272,0,Well6
649,1,Far-red,227,20,18,1272,0,Well6
649,2,GFP,649,20,18,1272,0,Well6
649,2,Cy3,463,20,18,1272,0,Well6
649,2,Far-red,105,20,18,1272,0,Well6
649,3,GFP,142,20,18,1272,0,Well6
649,3,Cy3,40,20,18,1272,0,Well6
649,3,Far-red,28,20,18,1272,0,Well6
649,4,GFP,15,20,18,1272,0,Well6
649,4,Cy3,65,20,18,1272,0,Well6
649,4,Far-red,36,20,18,1272,0,Well6
685,1,GFP,106,20,19,1269,0,Well6
685,1,Cy3,130,20,19,1269,0,Well6
685,1,Far-red,259,20,19,1269,0,Well6
685,2,GFP,0,20,19,1269,0,Well6
685,2,Cy3,0,20,19,1269,0,Well6
685,2,Far-red,497,20,19,1269,0,Well6
685,3,GFP,129,20,19,1269,0,Well6
685,3,Cy3,33,20,19,1269,0,Well6
685,3,Far-red,30,20,19,1269,0,Well6
685,4,GFP,3,20,19,1269,0,Well6
685,4,Cy3,0,20,19,1269,0,Well6
685,4,Far-red,31,20,19,1269,0,Well6
572,1,GFP,0,21,16,2022,0,Well6
572,1,Cy3,57,21,16,2022,0,Well6
572,1,Far-red,161,21,16,2022,0,Well6
572,2,GFP,3217,21,16,2022,0,Well6
572,2,Cy3,2524,21,16,2022,0,Well6
572,2,Far-red,105,21,16,2022,0,Well6
572,3,GFP,118,21,16,2022,0,Well6
572,3,Cy3,24,21,16,2022,0,Well6
572,3,Far-red,20,21,16,2022,0,Well6
572,4,GFP,66,21,16,2022,0,Well6
572,4,Cy3,29,21,16,2022,0,Well6
572,4,Far-red,22,21,16,2022,0,Well6
938,1,GFP,1866,21,24,2018,0,Well6
938,1,Cy3,742,21,24,2018,0,Well6
938,1,Far-red,1706,21,24,2018,0,Well6
938,2,GFP,0,21,24,2018,0,Well6
938,2,Cy3,0,21,24,2018,0,Well6
938,2,Far-red,127,21,24,2018,0,Well6
938,3,GFP,42,21,24,2018,0,Well6
938,3,Cy3,30,21,24,2018,0,Well6
938,3,Far-red,10,21,24,2018,0,Well6
938,4,GFP,59,21,24,2018,0,Well6
938,4,Cy3,47,21,24,2018,0,Well6
938,4,Far-red,25,21,24,2018,0,Well6
979,1,GFP,996,21,25,2024,0,Well6
979,1,Cy3,238,21,25,2024,0,Well6
979,1,Far-red,215,21,25,2024,0,Well6
979,2,GFP,13728,21,25,2024,0,Well6
979,2,Cy3,11246,21,25,2024,0,Well6
979,2,Far-red,63,21,25,2024,0,Well6
979,3,GFP,73,21,25,2024,0,Well6
979,3,Cy3,22,21,25,2024,0,Well6
979,3,Far-red,17,21,25,2024,0,Well6
979,4,GFP,72,21,25,2024,0,Well6
979,4,Cy3,13,21,25,2024,0,Well6
979,4,Far-red,72,21,25,2024,0,Well6
1381,1,GFP,1031,21,34,2020,0,Well6
1381,1,Cy3,527,21,34,2020,0,Well6
1381,1,Far-red,3536,21,34,2020,0,Well6
1381,2,GFP,8861,21,34,2020,0,Well6
1381,2,Cy3,9062,21,34,2020,0,Well6
1381,2,Far-red,263,21,34,2020,0,Well6
1381,3,GFP,91,21,34,2020,0,Well6
1381,3,Cy3,40,21,34,2020,0,Well6
1381,3,Far-red,19,21,34,2020,0,Well6
1381,4,GFP,121,21,34,2020,0,Well6
1381,4,Cy3,56,21,34,2020,0,Well6
1381,4,Far-red,29,21,34,2020,0,Well6
1425,1,GFP,1148,21,35,2027,0,Well6
1425,1,Cy3,113,21,35,2027,0,Well6
1425,1,Far-red,2404,21,35,2027,0,Well6
1425,2,GFP,9508,21,35,2027,0,Well6
1425,2,Cy3,7082,21,35,2027,0,Well6
1425,2,Far-red,111,21,35,2027,0,Well6
1425,3,GFP,53,21,35,2027,0,Well6
1425,3,Cy3,21,21,35,2027,0,Well6
1425,3,Far-red,17,21,35,2027,0,Well6
1425,4,GFP,84,21,35,2027,0,Well6
1425,4,Cy3,31,21,35,2027,0,Well6
1425,4,Far-red,35,21,35,2027,0,Well6
446,1,GFP,55,22,14,745,0,Well6
446,1,Cy3,47,22,14,745,0,Well6
446,1,Far-red,34,22,14,745,0,Well6
446,2,GFP,4578,22,14,745,0,Well6
446,2,Cy3,2786,22,14,745,0,Well6
446,2,Far-red,1438,22,14,745,0,Well6
446,3,GFP,159,22,14,745,0,Well6
446,3,Cy3,94,22,14,745,0,Well6
446,3,Far-red,24,22,14,745,0,Well6
446,4,GFP,65,22,14,745,0,Well6
446,4,Cy3,47,22,14,745,0,Well6
446,4,Far-red,32,22,14,745,0,Well6
592,1,GFP,57,24,17,955,0,Well6
592,1,Cy3,91,24,17,955,0,Well6
592,1,Far-red,290,24,17,955,0,Well6
592,2,GFP,3290,24,17,955,0,Well6
592,2,Cy3,3682,24,17,955,0,Well6
592,2,Far-red,361,24,17,955,0,Well6
592,3,GFP,87,24,17,955,0,Well6
592,3,Cy3,63,24,17,955,0,Well6
592,3,Far-red,24,24,17,955,0,Well6
592,4,GFP,97,24,17,955,0,Well6
592,4,Cy3,51,24,17,955,0,Well6
592,4,Far-red,121,24,17,955,0,Well6
726,1,GFP,126,24,20,950,0,Well6
726,1,Cy3,123,24,20,950,0,Well6
726,1,Far-red,216,24,20,950,0,Well6
726,2,GFP,12464,24,20,950,0,Well6
726,2,Cy3,14230,24,20,950,0,Well6
726,2,Far-red,1062,24,20,950,0,Well6
726,3,GFP,116,24,20,950,0,Well6
726,3,Cy3,32,24,20,950,0,Well6
726,3,Far-red,9,24,20,950,0,Well6
726,4,GFP,305,24,20,950,0,Well6
726,4,Cy3,328,24,20,950,0,Well6
726,4,Far-red,124,24,20,950,0,Well6
993,1,GFP,48,24,26,952,0,Well6
993,1,Cy3,43,24,26,952,0,Well6
993,1,Far-red,45,24,26,952,0,Well6
993,2,GFP,3273,24,26,952,0,Well6
993,2,Cy3,1732,24,26,952,0,Well6
993,2,Far-red,1167,24,26,952,0,Well6
993,3,GFP,34,24,26,952,0,Well6
993,3,Cy3,33,24,26,952,0,Well6
993,3,Far-red,11,24,26,952,0,Well6
993,4,GFP,136,24,26,952,0,Well6
993,4,Cy3,8,24,26,952,0,Well6
993,4,Far-red,97,24,26,952,0,Well6
596,1,GFP,64,25,17,1081,0,Well6
596,1,Cy3,44,25,17,1081,0,Well6
596,1,Far-red,147,25,17,1081,0,Well6
596,2,GFP,1010,25,17,1081,0,Well6
596,2,Cy3,1020,25,17,1081,0,Well6
596,2,Far-red,66,25,17,1081,0,Well6
596,3,GFP,0,25,17,1081,0,Well6
596,3,Cy3,83,25,17,1081,0,Well6
596,3,Far-red,14,25,17,1081,0,Well6
596,4,GFP,54,25,17,1081,0,Well6
596,4,Cy3,7,25,17,1081,0,Well6
596,4,Far-red,72,25,17,1081,0,Well6
729,1,GFP,229,25,20,1082,0,Well6
729,1,Cy3,412,25,20,1082,0,Well6
729,1,Far-red,574,25,20,1082,0,Well6
729,2,GFP,1204,25,20,1082,0,Well6
729,2,Cy3,898,25,20,1082,0,Well6
729,2,Far-red,148,25,20,1082,0,Well6
729,3,GFP,92,25,20,1082,0,Well6
729,3,Cy3,37,25,20,1082,0,Well6
729,3,Far-red,4,25,20,1082,0,Well6
729,4,GFP,100,25,20,1082,0,Well6
729,4,Cy3,53,25,20,1082,0,Well6
729,4,Far-red,35,25,20,1082,0,Well6
997,1,GFP,402,25,26,1082,0,Well6
997,1,Cy3,463,25,26,1082,0,Well6
997,1,Far-red,543,25,26,1082,0,Well6
997,2,GFP,8604,25,26,1082,0,Well6
997,2,Cy3,6658,25,26,1082,0,Well6
997,2,Far-red,185,25,26,1082,0,Well6
997,3,GFP,0,25,26,1082,0,Well6
997,3,Cy3,4,25,26,1082,0,Well6
997,3,Far-red,13,25,26,1082,0,Well6
997,4,GFP,49,25,26,1082,0,Well6
997,4,Cy3,70,25,26,1082,0,Well6
997,4,Far-red,49,25,26,1082,0,Well6
1232,1,GFP,59,25,31,1079,0,Well6
1232,1,Cy3,0,25,31,1079,0,Well6
1232,1,Far-red,0,25,31,1079,0,Well6
1232,2,GFP,12474,25,31,1079,0,Well6
1232,2,Cy3,15553,25,31,1079,0,Well6
1232,2,Far-red,510,25,31,1079,0,Well6
1232,3,GFP,236,25,31,1079,0,Well6
1232,3,Cy3,39,25,31,1079,0,Well6
1232,3,Far-red,11,25,31,1079,0,Well6
1232,4,GFP,86,25,31,1079,0,Well6
1232,4,Cy3,49,25,31,1079,0,Well6
1232,4,Far-red,15,25,31,1079,0,Well6
704,1,GFP,448,26,19,1968,0,Well6
704,1,Cy3,910,26,19,1968,0,Well6
704,1,Far-red,1373,26,19,1968,0,Well6
704,2,GFP,7273,26,19,1968,0,Well6
704,2,Cy3,4800,26,19,1968,0,Well6
704,2,Far-red,82,26,19,1968,0,Well6
704,3,GFP,70,26,19,1968,0,Well6
704,3,Cy3,41,26,19,1968,0,Well6
704,3,Far-red,4,26,19,1968,0,Well6
704,4,GFP,95,26,19,1968,0,Well6
704,4,Cy3,10,26,19,1968,0,Well6
704,4,Far-red,24,26,19,1968,0,Well6
846,1,GFP,0,26,22,1978,0,Well6
846,1,Cy3,59,26,22,1978,0,Well6
846,1,Far-red,270,26,22,1978,0,Well6
846,2,GFP,14154,26,22,1978,0,Well6
846,2,Cy3,15420,26,22,1978,0,Well6
846,2,Far-red,47,26,22,1978,0,Well6
846,3,GFP,102,26,22,1978,0,Well6
846,3,Cy3,49,26,22,1978,0,Well6
846,3,Far-red,18,26,22,1978,0,Well6
846,4,GFP,63,26,22,1978,0,Well6
846,4,Cy3,40,26,22,1978,0,Well6
846,4,Far-red,19,26,22,1978,0,Well6
978,1,GFP,0,26,25,1966,0,Well6
978,1,Cy3,0,26,25,1966,0,Well6
978,1,Far-red,0,26,25,1966,0,Well6
978,2,GFP,14841,26,25,1966,0,Well6
978,2,Cy3,11886,26,25,1966,0,Well6
978,2,Far-red,137,26,25,1966,0,Well6
978,3,GFP,68,26,25,1966,0,Well6
978,3,Cy3,35,26,25,1966,0,Well6
978,3,Far-red,19,26,25,1966,0,Well6
978,4,GFP,142,26,25,1966,0,Well6
978,4,Cy3,44,26,25,1966,0,Well6
978,4,Far-red,8,26,25,1966,0,Well6
851,1,GFP,87,27,23,124,0,Well6
851,1,Cy3,88,27,23,124,0,Well6
851,1,Far-red,97,27,23,124,0,Well6
851,2,GFP,13481,27,23,124,0,Well6
