read,cycle,cell,i,j,tile,well,channel,intensity
21597,4,428,461,1111,0,Well6,Cy3,0
21652,1,428,462,1120,0,Well6,Cy3,0
21652,2,428,462,1120,0,Well6,Cy3,704
21652,3,428,462,1120,0,Well6,Cy3,0
21652,4,428,462,1120,0,Well6,Cy3,0
21809,1,428,465,1115,0,Well6,Cy3,2
21809,2,428,465,1115,0,Well6,Cy3,45
21809,3,428,465,1115,0,Well6,Cy3,1
21809,4,428,465,1115,0,Well6,Cy3,6
21601,1,429,461,1277,0,Well6,Cy3,-8
21601,2,429,461,1277,0,Well6,Cy3,22
21601,3,429,461,1277,0,Well6,Cy3,1
21601,4,429,461,1277,0,Well6,Cy3,-1
21702,1,429,463,1283,0,Well6,Cy3,4
21702,2,429,463,1283,0,Well6,Cy3,6
21702,3,429,463,1283,0,Well6,Cy3,0
21702,4,429,463,1283,0,Well6,Cy3,0
21948,1,430,468,1195,0,Well6,Cy3,0
21948,2,430,468,1195,0,Well6,Cy3,1078
21948,3,430,468,1195,0,Well6,Cy3,1
21948,4,430,468,1195,0,Well6,Cy3,0
21985,1,430,469,1187,0,Well6,Cy3,0
21985,2,430,469,1187,0,Well6,Cy3,35
21985,3,430,469,1187,0,Well6,Cy3,2
21985,4,430,469,1187,0,Well6,Cy3,1
22334,1,430,476,1188,0,Well6,Cy3,-2
22334,2,430,476,1188,0,Well6,Cy3,16
22334,3,430,476,1188,0,Well6,Cy3,1
22334,4,430,476,1188,0,Well6,Cy3,0
22380,1,430,477,1197,0,Well6,Cy3,0
22380,2,430,477,1197,0,Well6,Cy3,-5
22380,3,430,477,1197,0,Well6,Cy3,0
22380,4,430,477,1197,0,Well6,Cy3,0
22584,1,430,481,1186,0,Well6,Cy3,0
22584,2,430,481,1186,0,Well6,Cy3,1
22584,3,430,481,1186,0,Well6,Cy3,0
22584,4,430,481,1186,0,Well6,Cy3,0
22585,1,430,481,1193,0,Well6,Cy3,0
22585,2,430,481,1193,0,Well6,Cy3,-3
22585,3,430,481,1193,0,Well6,Cy3,0
22585,4,430,481,1193,0,Well6,Cy3,0
21854,1,431,466,1300,0,Well6,Cy3,23
21854,2,431,466,1300,0,Well6,Cy3,14
21854,3,431,466,1300,0,Well6,Cy3,3
21854,4,431,466,1300,0,Well6,Cy3,1
21951,1,431,468,1296,0,Well6,Cy3,-57
21951,2,431,468,1296,0,Well6,Cy3,4
21951,3,431,468,1296,0,Well6,Cy3,7
21951,4,431,468,1296,0,Well6,Cy3,1
22134,1,431,472,1304,0,Well6,Cy3,-61
22134,2,431,472,1304,0,Well6,Cy3,1
22134,3,431,472,1304,0,Well6,Cy3,17
22134,4,431,472,1304,0,Well6,Cy3,2
22242,1,431,474,1297,0,Well6,Cy3,6
22242,2,431,474,1297,0,Well6,Cy3,47
22242,3,431,474,1297,0,Well6,Cy3,1
22242,4,431,474,1297,0,Well6,Cy3,1
22382,1,431,477,1302,0,Well6,Cy3,-96
22382,2,431,477,1302,0,Well6,Cy3,3
22382,3,431,477,1302,0,Well6,Cy3,0
22382,4,431,477,1302,0,Well6,Cy3,-3
21987,1,432,469,1209,0,Well6,Cy3,0
21987,2,432,469,1209,0,Well6,Cy3,110
21987,3,432,469,1209,0,Well6,Cy3,2
21987,4,432,469,1209,0,Well6,Cy3,0
22239,1,432,474,1214,0,Well6,Cy3,2
22239,2,432,474,1214,0,Well6,Cy3,696
22239,3,432,474,1214,0,Well6,Cy3,1
22239,4,432,474,1214,0,Well6,Cy3,2
22433,1,432,478,1207,0,Well6,Cy3,6
22433,2,432,478,1207,0,Well6,Cy3,688
22433,3,432,478,1207,0,Well6,Cy3,1
22433,4,432,478,1207,0,Well6,Cy3,0
22487,1,432,479,1215,0,Well6,Cy3,0
22487,2,432,479,1215,0,Well6,Cy3,298
22487,3,432,479,1215,0,Well6,Cy3,0
22487,4,432,479,1215,0,Well6,Cy3,1
22645,1,432,482,1211,0,Well6,Cy3,5
22645,2,432,482,1211,0,Well6,Cy3,46
22645,3,432,482,1211,0,Well6,Cy3,1
22645,4,432,482,1211,0,Well6,Cy3,0
21950,1,433,468,1226,0,Well6,Cy3,0
21950,2,433,468,1226,0,Well6,Cy3,-2
21950,3,433,468,1226,0,Well6,Cy3,1
21950,4,433,468,1226,0,Well6,Cy3,1
22129,1,433,472,1223,0,Well6,Cy3,2
22129,2,433,472,1223,0,Well6,Cy3,728
22129,3,433,472,1223,0,Well6,Cy3,0
22129,4,433,472,1223,0,Well6,Cy3,0
22130,1,433,472,1234,0,Well6,Cy3,-1
22130,2,433,472,1234,0,Well6,Cy3,5
22130,3,433,472,1234,0,Well6,Cy3,0
22130,4,433,472,1234,0,Well6,Cy3,0
22285,1,433,475,1222,0,Well6,Cy3,2
22285,2,433,475,1222,0,Well6,Cy3,674
22285,3,433,475,1222,0,Well6,Cy3,0
22285,4,433,475,1222,0,Well6,Cy3,1
22335,1,433,476,1232,0,Well6,Cy3,5
22335,2,433,476,1232,0,Well6,Cy3,0
22335,3,433,476,1232,0,Well6,Cy3,2
22335,4,433,476,1232,0,Well6,Cy3,2
22684,1,433,483,1230,0,Well6,Cy3,2
22684,2,433,483,1230,0,Well6,Cy3,8
22684,3,433,483,1230,0,Well6,Cy3,1
22684,4,433,483,1230,0,Well6,Cy3,0
22241,1,434,474,1290,0,Well6,Cy3,2
22241,2,434,474,1290,0,Well6,Cy3,-8
22241,3,434,474,1290,0,Well6,Cy3,0
22241,4,434,474,1290,0,Well6,Cy3,0
22391,1,435,477,1644,0,Well6,Cy3,-1
22391,2,435,477,1644,0,Well6,Cy3,143
22391,3,435,477,1644,0,Well6,Cy3,0
22391,4,435,477,1644,0,Well6,Cy3,1
22497,1,435,479,1649,0,Well6,Cy3,-2
22497,2,435,479,1649,0,Well6,Cy3,989
22497,3,435,479,1649,0,Well6,Cy3,0
22497,4,435,479,1649,0,Well6,Cy3,0
22800,1,435,485,1643,0,Well6,Cy3,0
22800,2,435,485,1643,0,Well6,Cy3,-4
22800,3,435,485,1643,0,Well6,Cy3,1
22800,4,435,485,1643,0,Well6,Cy3,1
22846,1,435,486,1648,0,Well6,Cy3,0
22846,2,435,486,1648,0,Well6,Cy3,6
22846,3,435,486,1648,0,Well6,Cy3,0
22846,4,435,486,1648,0,Well6,Cy3,0
22563,1,436,481,493,0,Well6,Cy3,1
22563,2,436,481,493,0,Well6,Cy3,720
22563,3,436,481,493,0,Well6,Cy3,0
22563,4,436,481,493,0,Well6,Cy3,0
22730,1,436,484,483,0,Well6,Cy3,-1
22730,2,436,484,483,0,Well6,Cy3,856
22730,3,436,484,483,0,Well6,Cy3,0
22730,4,436,484,483,0,Well6,Cy3,1
22768,1,436,485,492,0,Well6,Cy3,-1
22768,2,436,485,492,0,Well6,Cy3,538
22768,3,436,485,492,0,Well6,Cy3,-2
22768,4,436,485,492,0,Well6,Cy3,0
22975,1,436,489,491,0,Well6,Cy3,0
22975,2,436,489,491,0,Well6,Cy3,-8
22975,3,436,489,491,0,Well6,Cy3,1
22975,4,436,489,491,0,Well6,Cy3,0
22686,1,437,483,1287,0,Well6,Cy3,-10
22686,2,437,483,1287,0,Well6,Cy3,207
22686,3,437,483,1287,0,Well6,Cy3,0
22686,4,437,483,1287,0,Well6,Cy3,1
22687,1,437,483,1293,0,Well6,Cy3,34
22687,2,437,483,1293,0,Well6,Cy3,109
22687,3,437,483,1293,0,Well6,Cy3,1
22687,4,437,483,1293,0,Well6,Cy3,0
23136,1,437,492,1287,0,Well6,Cy3,7
23136,2,437,492,1287,0,Well6,Cy3,17
23136,3,437,492,1287,0,Well6,Cy3,1
23136,4,437,492,1287,0,Well6,Cy3,0
22719,1,438,484,276,0,Well6,Cy3,2
22719,2,438,484,276,0,Well6,Cy3,51
22719,3,438,484,276,0,Well6,Cy3,2
22719,4,438,484,276,0,Well6,Cy3,-2
22815,1,438,486,283,0,Well6,Cy3,0
22815,2,438,486,283,0,Well6,Cy3,1093
22815,3,438,486,283,0,Well6,Cy3,0
22815,4,438,486,283,0,Well6,Cy3,-4
22967,1,438,489,271,0,Well6,Cy3,-4
22967,2,438,489,271,0,Well6,Cy3,131
22967,3,438,489,271,0,Well6,Cy3,0
22967,4,438,489,271,0,Well6,Cy3,-1
23210,1,438,494,276,0,Well6,Cy3,0
23210,2,438,494,276,0,Well6,Cy3,616
23210,3,438,494,276,0,Well6,Cy3,0
23210,4,438,494,276,0,Well6,Cy3,6
23265,1,438,495,270,0,Well6,Cy3,0
23265,2,438,495,270,0,Well6,Cy3,-3
23265,3,438,495,270,0,Well6,Cy3,1
23265,4,438,495,270,0,Well6,Cy3,0
22836,1,439,486,1203,0,Well6,Cy3,-5
22836,2,439,486,1203,0,Well6,Cy3,-7
22836,3,439,486,1203,0,Well6,Cy3,2
22836,4,439,486,1203,0,Well6,Cy3,0
22942,1,439,488,1195,0,Well6,Cy3,6
22942,2,439,488,1195,0,Well6,Cy3,774
22942,3,439,488,1195,0,Well6,Cy3,1
22942,4,439,488,1195,0,Well6,Cy3,-1
23132,1,439,492,1202,0,Well6,Cy3,-2
23132,2,439,492,1202,0,Well6,Cy3,782
23132,3,439,492,1202,0,Well6,Cy3,0
23132,4,439,492,1202,0,Well6,Cy3,0
23179,1,439,493,1190,0,Well6,Cy3,-1
23179,2,439,493,1190,0,Well6,Cy3,4
23179,3,439,493,1190,0,Well6,Cy3,1
23179,4,439,493,1190,0,Well6,Cy3,1
23331,1,439,496,1197,0,Well6,Cy3,-2
23331,2,439,496,1197,0,Well6,Cy3,-11
23331,3,439,496,1197,0,Well6,Cy3,0
23331,4,439,496,1197,0,Well6,Cy3,2
23438,1,439,498,1203,0,Well6,Cy3,1
23438,2,439,498,1203,0,Well6,Cy3,-3
23438,3,439,498,1203,0,Well6,Cy3,1
23438,4,439,498,1203,0,Well6,Cy3,0
23480,1,439,499,1194,0,Well6,Cy3,3
23480,2,439,499,1194,0,Well6,Cy3,1
23480,3,439,499,1194,0,Well6,Cy3,2
23480,4,439,499,1194,0,Well6,Cy3,3
23017,1,440,490,513,0,Well6,Cy3,-1
23017,2,440,490,513,0,Well6,Cy3,44
23017,3,440,490,513,0,Well6,Cy3,0
23017,4,440,490,513,0,Well6,Cy3,-4
22943,1,441,488,1213,0,Well6,Cy3,-1
22943,2,441,488,1213,0,Well6,Cy3,807
22943,3,441,488,1213,0,Well6,Cy3,3
22943,4,441,488,1213,0,Well6,Cy3,0
23133,1,441,492,1213,0,Well6,Cy3,0
23133,2,441,492,1213,0,Well6,Cy3,605
23133,3,441,492,1213,0,Well6,Cy3,0
23133,4,441,492,1213,0,Well6,Cy3,0
23134,1,441,492,1224,0,Well6,Cy3,5
23134,2,441,492,1224,0,Well6,Cy3,2
23134,3,441,492,1224,0,Well6,Cy3,0
23134,4,441,492,1224,0,Well6,Cy3,0
23180,1,441,493,1218,0,Well6,Cy3,-5
23180,2,441,493,1218,0,Well6,Cy3,754
23180,3,441,493,1218,0,Well6,Cy3,0
23180,4,441,493,1218,0,Well6,Cy3,0
23481,1,441,499,1218,0,Well6,Cy3,2
23481,2,441,499,1218,0,Well6,Cy3,22
23481,3,441,499,1218,0,Well6,Cy3,0
23481,4,441,499,1218,0,Well6,Cy3,0
23530,1,441,500,1223,0,Well6,Cy3,1
23530,2,441,500,1223,0,Well6,Cy3,8
23530,3,441,500,1223,0,Well6,Cy3,1
23530,4,441,500,1223,0,Well6,Cy3,0
22946,1,442,488,1259,0,Well6,Cy3,-8
22946,2,442,488,1259,0,Well6,Cy3,86
22946,3,442,488,1259,0,Well6,Cy3,0
22946,4,442,488,1259,0,Well6,Cy3,3
23501,1,443,499,2010,0,Well6,Cy3,-1
23501,2,443,499,2010,0,Well6,Cy3,108
23501,3,443,499,2010,0,Well6,Cy3,0
23501,4,443,499,2010,0,Well6,Cy3,0
23654,1,446,503,477,0,Well6,Cy3,3
23654,2,446,503,477,0,Well6,Cy3,314
23654,3,446,503,477,0,Well6,Cy3,0
23654,4,446,503,477,0,Well6,Cy3,1
23744,1,446,505,468,0,Well6,Cy3,-2
23744,2,446,505,468,0,Well6,Cy3,60
23744,3,446,505,468,0,Well6,Cy3,0
23744,4,446,505,468,0,Well6,Cy3,0
23889,1,446,508,475,0,Well6,Cy3,4
23889,2,446,508,475,0,Well6,Cy3,-3
23889,3,446,508,475,0,Well6,Cy3,1
23889,4,446,508,475,0,Well6,Cy3,-1
24041,1,446,511,466,0,Well6,Cy3,0
24041,2,446,511,466,0,Well6,Cy3,884
24041,3,446,511,466,0,Well6,Cy3,1
24041,4,446,511,466,0,Well6,Cy3,0
23832,1,447,507,114,0,Well6,Cy3,-2
23832,2,447,507,114,0,Well6,Cy3,1017
23832,3,447,507,114,0,Well6,Cy3,0
23832,4,447,507,114,0,Well6,Cy3,1
24131,1,447,513,113,0,Well6,Cy3,0
24131,2,447,513,113,0,Well6,Cy3,-10
24131,3,447,513,113,0,Well6,Cy3,-1
24131,4,447,513,113,0,Well6,Cy3,0
24317,1,447,517,108,0,Well6,Cy3,0
24317,2,447,517,108,0,Well6,Cy3,-6
24317,3,447,517,108,0,Well6,Cy3,10
24317,4,447,517,108,0,Well6,Cy3,0
24318,1,447,517,115,0,Well6,Cy3,-1
24318,2,447,517,115,0,Well6,Cy3,45
24318,3,447,517,115,0,Well6,Cy3,0
24318,4,447,517,115,0,Well6,Cy3,-1
23936,1,448,509,140,0,Well6,Cy3,-6
23936,2,448,509,140,0,Well6,Cy3,667
23936,3,448,509,140,0,Well6,Cy3,0
23936,4,448,509,140,0,Well6,Cy3,0
24084,1,448,512,142,0,Well6,Cy3,-3
24084,2,448,512,142,0,Well6,Cy3,641
24084,3,448,512,142,0,Well6,Cy3,1
24084,4,448,512,142,0,Well6,Cy3,8
24163,1,448,514,134,0,Well6,Cy3,1
24163,2,448,514,134,0,Well6,Cy3,581
24163,3,448,514,134,0,Well6,Cy3,1
24163,4,448,514,134,0,Well6,Cy3,1
24275,1,448,516,137,0,Well6,Cy3,-5
24275,2,448,516,137,0,Well6,Cy3,557
24275,3,448,516,137,0,Well6,Cy3,1
24275,4,448,516,137,0,Well6,Cy3,0
24357,1,448,518,132,0,Well6,Cy3,0
24357,2,448,518,132,0,Well6,Cy3,237
24357,3,448,518,132,0,Well6,Cy3,0
24357,4,448,518,132,0,Well6,Cy3,0
23982,1,449,510,152,0,Well6,Cy3,-1
23982,2,449,510,152,0,Well6,Cy3,667
23982,3,449,510,152,0,Well6,Cy3,0
23982,4,449,510,152,0,Well6,Cy3,1
24224,1,449,515,150,0,Well6,Cy3,4
24224,2,449,515,150,0,Well6,Cy3,529
24224,3,449,515,150,0,Well6,Cy3,2
24224,4,449,515,150,0,Well6,Cy3,1
24276,1,449,516,157,0,Well6,Cy3,5
24276,2,449,516,157,0,Well6,Cy3,544
24276,3,449,516,157,0,Well6,Cy3,1
24276,4,449,516,157,0,Well6,Cy3,1
24241,1,450,515,737,0,Well6,Cy3,5
24241,2,450,515,737,0,Well6,Cy3,1268
24241,3,450,515,737,0,Well6,Cy3,0
24241,4,450,515,737,0,Well6,Cy3,0
24379,1,450,518,731,0,Well6,Cy3,0
24379,2,450,518,731,0,Well6,Cy3,10
24379,3,450,518,731,0,Well6,Cy3,2
24379,4,450,518,731,0,Well6,Cy3,0
24033,1,451,510,2025,0,Well6,Cy3,0
24033,2,451,510,2025,0,Well6,Cy3,179
24033,3,451,510,2025,0,Well6,Cy3,0
24033,4,451,510,2025,0,Well6,Cy3,4
24143,1,452,513,973,0,Well6,Cy3,0
24143,2,452,513,973,0,Well6,Cy3,145
24143,3,452,513,973,0,Well6,Cy3,-1
24143,4,452,513,973,0,Well6,Cy3,0
24291,1,452,516,977,0,Well6,Cy3,-4
24291,2,452,516,977,0,Well6,Cy3,38
24291,3,452,516,977,0,Well6,Cy3,61
24291,4,452,516,977,0,Well6,Cy3,0
24385,1,452,518,968,0,Well6,Cy3,-2
24385,2,452,518,968,0,Well6,Cy3,248
24385,3,452,518,968,0,Well6,Cy3,1
24385,4,452,518,968,0,Well6,Cy3,0
24479,1,452,520,963,0,Well6,Cy3,-3
24479,2,452,520,963,0,Well6,Cy3,193
24479,3,452,520,963,0,Well6,Cy3,1
24479,4,452,520,963,0,Well6,Cy3,0
24333,1,453,517,744,0,Well6,Cy3,0
24333,2,453,517,744,0,Well6,Cy3,802
24333,3,453,517,744,0,Well6,Cy3,0
24333,4,453,517,744,0,Well6,Cy3,2
24558,1,454,522,128,0,Well6,Cy3,-13
24558,2,454,522,128,0,Well6,Cy3,970
24558,3,454,522,128,0,Well6,Cy3,0
24558,4,454,522,128,0,Well6,Cy3,0
24825,1,455,527,940,0,Well6,Cy3,3
24825,2,455,527,940,0,Well6,Cy3,3
24825,3,455,527,940,0,Well6,Cy3,0
24825,4,455,527,940,0,Well6,Cy3,1
25213,1,455,535,941,0,Well6,Cy3,1
25213,2,455,535,941,0,Well6,Cy3,42
25213,3,455,535,941,0,Well6,Cy3,1
25213,4,455,535,941,0,Well6,Cy3,0
25214,1,455,535,945,0,Well6,Cy3,0
25214,2,455,535,945,0,Well6,Cy3,22
25214,3,455,535,945,0,Well6,Cy3,4
25214,4,455,535,945,0,Well6,Cy3,0
24628,1,456,523,1402,0,Well6,Cy3,1
24628,2,456,523,1402,0,Well6,Cy3,503
24628,3,456,523,1402,0,Well6,Cy3,-2
24628,4,456,523,1402,0,Well6,Cy3,1
25276,1,457,536,1003,0,Well6,Cy3,2
25276,2,457,536,1003,0,Well6,Cy3,22
25276,3,457,536,1003,0,Well6,Cy3,-1
25276,4,457,536,1003,0,Well6,Cy3,1
25381,1,457,538,1008,0,Well6,Cy3,4
25381,2,457,538,1008,0,Well6,Cy3,334
25381,3,457,538,1008,0,Well6,Cy3,1
25381,4,457,538,1008,0,Well6,Cy3,0
25272,1,458,536,867,0,Well6,Cy3,2
25272,2,458,536,867,0,Well6,Cy3,697
25272,3,458,536,867,0,Well6,Cy3,0
25272,4,458,536,867,0,Well6,Cy3,-1
25671,1,458,544,865,0,Well6,Cy3,100
25671,2,458,544,865,0,Well6,Cy3,221
25671,3,458,544,865,0,Well6,Cy3,0
25671,4,458,544,865,0,Well6,Cy3,4
25672,1,458,544,875,0,Well6,Cy3,16
25672,2,458,544,875,0,Well6,Cy3,0
25672,3,458,544,875,0,Well6,Cy3,0
25672,4,458,544,875,0,Well6,Cy3,2
25967,1,458,550,865,0,Well6,Cy3,10
25967,2,458,550,865,0,Well6,Cy3,-8
25967,3,458,550,865,0,Well6,Cy3,-1
25967,4,458,550,865,0,Well6,Cy3,1
25393,1,459,538,1471,0,Well6,Cy3,-1
25393,2,459,538,1471,0,Well6,Cy3,855
25393,3,459,538,1471,0,Well6,Cy3,0
25393,4,459,538,1471,0,Well6,Cy3,0
25373,1,460,538,539,0,Well6,Cy3,-1
25373,2,460,538,539,0,Well6,Cy3,33
25373,3,460,538,539,0,Well6,Cy3,-1
25373,4,460,538,539,0,Well6,Cy3,0
25551,1,460,542,543,0,Well6,Cy3,0
25551,2,460,542,543,0,Well6,Cy3,202
25551,3,460,542,543,0,Well6,Cy3,1
25551,4,460,542,543,0,Well6,Cy3,-1
25661,1,460,544,548,0,Well6,Cy3,5
25661,2,460,544,548,0,Well6,Cy3,1146
25661,3,460,544,548,0,Well6,Cy3,0
25661,4,460,544,548,0,Well6,Cy3,1
25367,1,461,538,478,0,Well6,Cy3,-2
25367,2,461,538,478,0,Well6,Cy3,704
25367,3,461,538,478,0,Well6,Cy3,0
25367,4,461,538,478,0,Well6,Cy3,1
25504,1,461,541,480,0,Well6,Cy3,0
25504,2,461,541,480,0,Well6,Cy3,698
25504,3,461,541,480,0,Well6,Cy3,0
25504,4,461,541,480,0,Well6,Cy3,1
25550,1,461,542,472,0,Well6,Cy3,2
25550,2,461,542,472,0,Well6,Cy3,-13
25550,3,461,542,472,0,Well6,Cy3,0
25550,4,461,542,472,0,Well6,Cy3,1
25762,1,461,546,473,0,Well6,Cy3,0
25762,2,461,546,473,0,Well6,Cy3,-1
25762,3,461,546,473,0,Well6,Cy3,2
25762,4,461,546,473,0,Well6,Cy3,1
25763,1,461,546,477,0,Well6,Cy3,5
25763,2,461,546,477,0,Well6,Cy3,-16
25763,3,461,546,477,0,Well6,Cy3,0
25763,4,461,546,477,0,Well6,Cy3,1
25817,1,461,547,482,0,Well6,Cy3,0
25817,2,461,547,482,0,Well6,Cy3,-9
25817,3,461,547,482,0,Well6,Cy3,2
25817,4,461,547,482,0,Well6,Cy3,0
25481,1,462,540,1373,0,Well6,Cy3,0
25481,2,462,540,1373,0,Well6,Cy3,4
25481,3,462,540,1373,0,Well6,Cy3,0
25481,4,462,540,1373,0,Well6,Cy3,3
25734,1,462,545,1367,0,Well6,Cy3,2
25734,2,462,545,1367,0,Well6,Cy3,146
25734,3,462,545,1367,0,Well6,Cy3,2
25734,4,462,545,1367,0,Well6,Cy3,2
25735,1,462,545,1374,0,Well6,Cy3,0
25735,2,462,545,1374,0,Well6,Cy3,36
25735,3,462,545,1374,0,Well6,Cy3,1
25735,4,462,545,1374,0,Well6,Cy3,0
26032,1,462,551,1367,0,Well6,Cy3,-7
26032,2,462,551,1367,0,Well6,Cy3,622
26032,3,462,551,1367,0,Well6,Cy3,0
26032,4,462,551,1367,0,Well6,Cy3,2
26176,1,462,554,1373,0,Well6,Cy3,0
26176,2,462,554,1373,0,Well6,Cy3,17
26176,3,462,554,1373,0,Well6,Cy3,0
26176,4,462,554,1373,0,Well6,Cy3,1
25684,1,463,544,1259,0,Well6,Cy3,2
25684,2,463,544,1259,0,Well6,Cy3,293
25684,3,463,544,1259,0,Well6,Cy3,-1
25684,4,463,544,1259,0,Well6,Cy3,0
25730,1,463,545,1265,0,Well6,Cy3,-1
25730,2,463,545,1265,0,Well6,Cy3,-19
25730,3,463,545,1265,0,Well6,Cy3,0
25730,4,463,545,1265,0,Well6,Cy3,0
25924,1,463,549,1264,0,Well6,Cy3,6
25924,2,463,549,1264,0,Well6,Cy3,333
25924,3,463,549,1264,0,Well6,Cy3,-1
25924,4,463,549,1264,0,Well6,Cy3,1
25925,1,463,549,1270,0,Well6,Cy3,0
25925,2,463,549,1270,0,Well6,Cy3,15
25925,3,463,549,1270,0,Well6,Cy3,-1
25925,4,463,549,1270,0,Well6,Cy3,0
25750,1,464,546,103,0,Well6,Cy3,2
25750,2,464,546,103,0,Well6,Cy3,130
25750,3,464,546,103,0,Well6,Cy3,1
25750,4,464,546,103,0,Well6,Cy3,1
25807,1,464,547,110,0,Well6,Cy3,0
25807,2,464,547,110,0,Well6,Cy3,87
25807,3,464,547,110,0,Well6,Cy3,1
25807,4,464,547,110,0,Well6,Cy3,1
25827,1,465,547,851,0,Well6,Cy3,6
25827,2,465,547,851,0,Well6,Cy3,221
25827,3,465,547,851,0,Well6,Cy3,2
25827,4,465,547,851,0,Well6,Cy3,0
26020,1,465,551,856,0,Well6,Cy3,16
26020,2,465,551,856,0,Well6,Cy3,-5
26020,3,465,551,856,0,Well6,Cy3,1
26020,4,465,551,856,0,Well6,Cy3,0
26267,1,465,556,855,0,Well6,Cy3,-4
26267,2,465,556,855,0,Well6,Cy3,20
26267,3,465,556,855,0,Well6,Cy3,1
26267,4,465,556,855,0,Well6,Cy3,2
26318,1,465,557,851,0,Well6,Cy3,2
26318,2,465,557,851,0,Well6,Cy3,0
26318,3,465,557,851,0,Well6,Cy3,0
26318,4,465,557,851,0,Well6,Cy3,-2
25983,1,466,550,1281,0,Well6,Cy3,0
25983,2,466,550,1281,0,Well6,Cy3,450
25983,3,466,550,1281,0,Well6,Cy3,0
25983,4,466,550,1281,0,Well6,Cy3,1
26229,1,466,555,1277,0,Well6,Cy3,-4
26229,2,466,555,1277,0,Well6,Cy3,27
26229,3,466,555,1277,0,Well6,Cy3,0
26229,4,466,555,1277,0,Well6,Cy3,0
26276,1,466,556,1272,0,Well6,Cy3,0
26276,2,466,556,1272,0,Well6,Cy3,9
26276,3,466,556,1272,0,Well6,Cy3,0
26276,4,466,556,1272,0,Well6,Cy3,0
26435,1,466,559,1277,0,Well6,Cy3,0
26435,2,466,559,1277,0,Well6,Cy3,8
26435,3,466,559,1277,0,Well6,Cy3,1
26435,4,466,559,1277,0,Well6,Cy3,1
25822,1,467,547,764,0,Well6,Cy3,0
25822,2,467,547,764,0,Well6,Cy3,-3
25822,3,467,547,764,0,Well6,Cy3,-2
25822,4,467,547,764,0,Well6,Cy3,0
25909,1,467,549,756,0,Well6,Cy3,0
25909,2,467,549,756,0,Well6,Cy3,408
25909,3,467,549,756,0,Well6,Cy3,-2
25909,4,467,549,756,0,Well6,Cy3,0
26065,1,467,552,769,0,Well6,Cy3,0
26065,2,467,552,769,0,Well6,Cy3,884
26065,3,467,552,769,0,Well6,Cy3,-1
26065,4,467,552,769,0,Well6,Cy3,1
26126,1,467,553,773,0,Well6,Cy3,0
26126,2,467,553,773,0,Well6,Cy3,-9
26126,3,467,553,773,0,Well6,Cy3,0
26126,4,467,553,773,0,Well6,Cy3,-2
26161,1,467,554,763,0,Well6,Cy3,0
26161,2,467,554,763,0,Well6,Cy3,26
26161,3,467,554,763,0,Well6,Cy3,-1
26161,4,467,554,763,0,Well6,Cy3,1
26415,1,467,559,769,0,Well6,Cy3,0
26415,2,467,559,769,0,Well6,Cy3,-6
26415,3,467,559,769,0,Well6,Cy3,7
26415,4,467,559,769,0,Well6,Cy3,2
25968,1,468,550,879,0,Well6,Cy3,-1
25968,2,468,550,879,0,Well6,Cy3,5
25968,3,468,550,879,0,Well6,Cy3,1
25968,4,468,550,879,0,Well6,Cy3,0
25969,1,468,550,887,0,Well6,Cy3,0
25969,2,468,550,887,0,Well6,Cy3,5
25969,3,468,550,887,0,Well6,Cy3,0
25969,4,468,550,887,0,Well6,Cy3,0
26164,1,468,554,876,0,Well6,Cy3,1
26164,2,468,554,876,0,Well6,Cy3,-1
26164,3,468,554,876,0,Well6,Cy3,0
26164,4,468,554,876,0,Well6,Cy3,-2
26165,1,468,554,888,0,Well6,Cy3,-5
26165,2,468,554,888,0,Well6,Cy3,1
26165,3,468,554,888,0,Well6,Cy3,1
26165,4,468,554,888,0,Well6,Cy3,0
26218,1,468,555,885,0,Well6,Cy3,-4
26218,2,468,555,885,0,Well6,Cy3,0
26218,3,468,555,885,0,Well6,Cy3,0
26218,4,468,555,885,0,Well6,Cy3,0
26368,1,468,558,876,0,Well6,Cy3,0
26368,2,468,558,876,0,Well6,Cy3,0
26368,3,468,558,876,0,Well6,Cy3,30
26368,4,468,558,876,0,Well6,Cy3,0
26418,1,468,559,879,0,Well6,Cy3,0
26418,2,468,559,879,0,Well6,Cy3,6
26418,3,468,559,879,0,Well6,Cy3,14
26418,4,468,559,879,0,Well6,Cy3,0
25960,1,469,550,539,0,Well6,Cy3,-1
25960,2,469,550,539,0,Well6,Cy3,311
25960,3,469,550,539,0,Well6,Cy3,0
25960,4,469,550,539,0,Well6,Cy3,-2
26259,1,469,556,548,0,Well6,Cy3,0
26259,2,469,556,548,0,Well6,Cy3,61
26259,3,469,556,548,0,Well6,Cy3,1
26259,4,469,556,548,0,Well6,Cy3,0
26306,1,469,557,541,0,Well6,Cy3,-2
26306,2,469,557,541,0,Well6,Cy3,577
26306,3,469,557,541,0,Well6,Cy3,1
26306,4,469,557,541,0,Well6,Cy3,0
26019,1,470,551,819,0,Well6,Cy3,3
26019,2,470,551,819,0,Well6,Cy3,520
26019,3,470,551,819,0,Well6,Cy3,1
26019,4,470,551,819,0,Well6,Cy3,0
26266,1,470,556,812,0,Well6,Cy3,1
26266,2,470,556,812,0,Well6,Cy3,466
26266,3,470,556,812,0,Well6,Cy3,1
26266,4,470,556,812,0,Well6,Cy3,-1
26416,1,470,559,824,0,Well6,Cy3,4
