read,cycle,cell,i,j,tile,well,channel,intensity
95,1,11,6,1733,0,Well6,Cy3,0
95,2,11,6,1733,0,Well6,Cy3,-8
95,3,11,6,1733,0,Well6,Cy3,1
95,4,11,6,1733,0,Well6,Cy3,54
184,1,11,8,1725,0,Well6,Cy3,0
184,2,11,8,1725,0,Well6,Cy3,6
184,3,11,8,1725,0,Well6,Cy3,-1
184,4,11,8,1725,0,Well6,Cy3,0
469,1,11,14,1729,0,Well6,Cy3,0
469,2,11,14,1729,0,Well6,Cy3,3
469,3,11,14,1729,0,Well6,Cy3,0
469,4,11,14,1729,0,Well6,Cy3,0
51,1,12,5,1977,0,Well6,Cy3,-4
51,2,12,5,1977,0,Well6,Cy3,227
51,3,12,5,1977,0,Well6,Cy3,0
51,4,12,5,1977,0,Well6,Cy3,1
52,1,12,5,1985,0,Well6,Cy3,-413
52,2,12,5,1985,0,Well6,Cy3,0
52,3,12,5,1985,0,Well6,Cy3,0
52,4,12,5,1985,0,Well6,Cy3,1
230,1,12,9,1991,0,Well6,Cy3,-83
230,2,12,9,1991,0,Well6,Cy3,3
230,3,12,9,1991,0,Well6,Cy3,0
230,4,12,9,1991,0,Well6,Cy3,0
705,1,12,19,1985,0,Well6,Cy3,-4
705,2,12,19,1985,0,Well6,Cy3,72
705,3,12,19,1985,0,Well6,Cy3,0
705,4,12,19,1985,0,Well6,Cy3,0
140,1,13,7,1792,0,Well6,Cy3,0
140,2,13,7,1792,0,Well6,Cy3,91
140,3,13,7,1792,0,Well6,Cy3,0
140,4,13,7,1792,0,Well6,Cy3,0
141,1,13,7,1797,0,Well6,Cy3,1
141,2,13,7,1797,0,Well6,Cy3,821
141,3,13,7,1797,0,Well6,Cy3,0
141,4,13,7,1797,0,Well6,Cy3,-2
279,1,13,10,1805,0,Well6,Cy3,-24
279,2,13,10,1805,0,Well6,Cy3,-2
279,3,13,10,1805,0,Well6,Cy3,0
279,4,13,10,1805,0,Well6,Cy3,0
428,1,13,13,1792,0,Well6,Cy3,3
428,2,13,13,1792,0,Well6,Cy3,570
428,3,13,13,1792,0,Well6,Cy3,1
428,4,13,13,1792,0,Well6,Cy3,2
568,1,13,16,1794,0,Well6,Cy3,1
568,2,13,16,1794,0,Well6,Cy3,524
568,3,13,16,1794,0,Well6,Cy3,0
568,4,13,16,1794,0,Well6,Cy3,-1
283,1,14,10,2022,0,Well6,Cy3,2
283,2,14,10,2022,0,Well6,Cy3,-1
283,3,14,10,2022,0,Well6,Cy3,-1
283,4,14,10,2022,0,Well6,Cy3,0
329,1,14,11,2031,0,Well6,Cy3,-8
329,2,14,11,2031,0,Well6,Cy3,6
329,3,14,11,2031,0,Well6,Cy3,0
329,4,14,11,2031,0,Well6,Cy3,1
381,1,14,12,2027,0,Well6,Cy3,-71
381,2,14,12,2027,0,Well6,Cy3,-9
381,3,14,12,2027,0,Well6,Cy3,0
381,4,14,12,2027,0,Well6,Cy3,0
384,1,15,13,110,0,Well6,Cy3,2
384,2,15,13,110,0,Well6,Cy3,514
384,3,15,13,110,0,Well6,Cy3,0
384,4,15,13,110,0,Well6,Cy3,0
431,1,15,14,115,0,Well6,Cy3,-5
431,2,15,14,115,0,Well6,Cy3,-6
431,3,15,14,115,0,Well6,Cy3,-1
431,4,15,14,115,0,Well6,Cy3,-1
330,1,16,12,152,0,Well6,Cy3,0
330,2,16,12,152,0,Well6,Cy3,101
330,3,16,12,152,0,Well6,Cy3,5
330,4,16,12,152,0,Well6,Cy3,1
350,1,17,12,845,0,Well6,Cy3,5
350,2,17,12,845,0,Well6,Cy3,-4
350,3,17,12,845,0,Well6,Cy3,0
350,4,17,12,845,0,Well6,Cy3,0
541,1,17,16,841,0,Well6,Cy3,0
541,2,17,16,841,0,Well6,Cy3,723
541,3,17,16,841,0,Well6,Cy3,0
541,4,17,16,841,0,Well6,Cy3,0
542,1,17,16,850,0,Well6,Cy3,2
542,2,17,16,850,0,Well6,Cy3,90
542,3,17,16,850,0,Well6,Cy3,2
542,4,17,16,850,0,Well6,Cy3,-3
679,1,17,19,839,0,Well6,Cy3,-5
679,2,17,19,839,0,Well6,Cy3,783
679,3,17,19,839,0,Well6,Cy3,1
679,4,17,19,839,0,Well6,Cy3,0
721,1,17,20,848,0,Well6,Cy3,0
721,2,17,20,848,0,Well6,Cy3,131
721,3,17,20,848,0,Well6,Cy3,1
721,4,17,20,848,0,Well6,Cy3,20
909,1,17,24,842,0,Well6,Cy3,0
909,2,17,24,842,0,Well6,Cy3,20
909,3,17,24,842,0,Well6,Cy3,1
909,4,17,24,842,0,Well6,Cy3,-2
614,1,18,17,1783,0,Well6,Cy3,-2
614,2,18,17,1783,0,Well6,Cy3,17
614,3,18,17,1783,0,Well6,Cy3,0
614,4,18,17,1783,0,Well6,Cy3,1
743,1,18,20,1783,0,Well6,Cy3,2
743,2,18,20,1783,0,Well6,Cy3,-2
743,3,18,20,1783,0,Well6,Cy3,0
743,4,18,20,1783,0,Well6,Cy3,0
836,1,18,22,1776,0,Well6,Cy3,0
836,2,18,22,1776,0,Well6,Cy3,1
836,3,18,22,1776,0,Well6,Cy3,0
836,4,18,22,1776,0,Well6,Cy3,1
453,1,19,14,1039,0,Well6,Cy3,0
453,2,19,14,1039,0,Well6,Cy3,94
453,3,19,14,1039,0,Well6,Cy3,1
453,4,19,14,1039,0,Well6,Cy3,2
644,1,19,18,1046,0,Well6,Cy3,2
644,2,19,18,1046,0,Well6,Cy3,756
644,3,19,18,1046,0,Well6,Cy3,1
644,4,19,18,1046,0,Well6,Cy3,0
550,1,20,16,1276,0,Well6,Cy3,1
550,2,20,16,1276,0,Well6,Cy3,395
550,3,20,16,1276,0,Well6,Cy3,1
550,4,20,16,1276,0,Well6,Cy3,0
551,1,20,16,1286,0,Well6,Cy3,0
551,2,20,16,1286,0,Well6,Cy3,1043
551,3,20,16,1286,0,Well6,Cy3,0
551,4,20,16,1286,0,Well6,Cy3,1
649,1,20,18,1272,0,Well6,Cy3,1
649,2,20,18,1272,0,Well6,Cy3,13
649,3,20,18,1272,0,Well6,Cy3,0
649,4,20,18,1272,0,Well6,Cy3,2
685,1,20,19,1269,0,Well6,Cy3,0
685,2,20,19,1269,0,Well6,Cy3,-10
685,3,20,19,1269,0,Well6,Cy3,0
685,4,20,19,1269,0,Well6,Cy3,0
572,1,21,16,2022,0,Well6,Cy3,0
572,2,21,16,2022,0,Well6,Cy3,87
572,3,21,16,2022,0,Well6,Cy3,0
572,4,21,16,2022,0,Well6,Cy3,0
938,1,21,24,2018,0,Well6,Cy3,-22
938,2,21,24,2018,0,Well6,Cy3,-2
938,3,21,24,2018,0,Well6,Cy3,0
938,4,21,24,2018,0,Well6,Cy3,1
979,1,21,25,2024,0,Well6,Cy3,-6
979,2,21,25,2024,0,Well6,Cy3,407
979,3,21,25,2024,0,Well6,Cy3,0
979,4,21,25,2024,0,Well6,Cy3,-1
1381,1,21,34,2020,0,Well6,Cy3,-58
1381,2,21,34,2020,0,Well6,Cy3,358
1381,3,21,34,2020,0,Well6,Cy3,0
1381,4,21,34,2020,0,Well6,Cy3,0
1425,1,21,35,2027,0,Well6,Cy3,-60
1425,2,21,35,2027,0,Well6,Cy3,241
1425,3,21,35,2027,0,Well6,Cy3,0
1425,4,21,35,2027,0,Well6,Cy3,0
446,1,22,14,745,0,Well6,Cy3,1
446,2,22,14,745,0,Well6,Cy3,53
446,3,22,14,745,0,Well6,Cy3,2
446,4,22,14,745,0,Well6,Cy3,0
592,1,24,17,955,0,Well6,Cy3,-1
592,2,24,17,955,0,Well6,Cy3,145
592,3,24,17,955,0,Well6,Cy3,1
592,4,24,17,955,0,Well6,Cy3,-1
726,1,24,20,950,0,Well6,Cy3,0
726,2,24,20,950,0,Well6,Cy3,572
726,3,24,20,950,0,Well6,Cy3,0
726,4,24,20,950,0,Well6,Cy3,10
993,1,24,26,952,0,Well6,Cy3,0
993,2,24,26,952,0,Well6,Cy3,21
993,3,24,26,952,0,Well6,Cy3,1
993,4,24,26,952,0,Well6,Cy3,-3
596,1,25,17,1081,0,Well6,Cy3,-1
596,2,25,17,1081,0,Well6,Cy3,39
596,3,25,17,1081,0,Well6,Cy3,4
596,4,25,17,1081,0,Well6,Cy3,-1
729,1,25,20,1082,0,Well6,Cy3,7
729,2,25,20,1082,0,Well6,Cy3,27
729,3,25,20,1082,0,Well6,Cy3,0
729,4,25,20,1082,0,Well6,Cy3,0
997,1,25,26,1082,0,Well6,Cy3,8
997,2,25,26,1082,0,Well6,Cy3,230
997,3,25,26,1082,0,Well6,Cy3,0
997,4,25,26,1082,0,Well6,Cy3,2
1232,1,25,31,1079,0,Well6,Cy3,0
1232,2,25,31,1079,0,Well6,Cy3,656
1232,3,25,31,1079,0,Well6,Cy3,-1
1232,4,25,31,1079,0,Well6,Cy3,1
704,1,26,19,1968,0,Well6,Cy3,15
704,2,26,19,1968,0,Well6,Cy3,150
704,3,26,19,1968,0,Well6,Cy3,1
704,4,26,19,1968,0,Well6,Cy3,-1
846,1,26,22,1978,0,Well6,Cy3,-2
846,2,26,22,1978,0,Well6,Cy3,632
846,3,26,22,1978,0,Well6,Cy3,0
846,4,26,22,1978,0,Well6,Cy3,0
978,1,26,25,1966,0,Well6,Cy3,0
978,2,26,25,1966,0,Well6,Cy3,424
978,3,26,25,1966,0,Well6,Cy3,0
978,4,26,25,1966,0,Well6,Cy3,0
851,1,27,23,124,0,Well6,Cy3,1
851,2,27,23,124,0,Well6,Cy3,608
851,3,27,23,124,0,Well6,Cy3,0
851,4,27,23,124,0,Well6,Cy3,0
982,1,27,26,125,0,Well6,Cy3,1
982,2,27,26,125,0,Well6,Cy3,604
982,3,27,26,125,0,Well6,Cy3,1
982,4,27,26,125,0,Well6,Cy3,0
1032,1,28,27,872,0,Well6,Cy3,0
1032,2,28,27,872,0,Well6,Cy3,834
1032,3,28,27,872,0,Well6,Cy3,1
1032,4,28,27,872,0,Well6,Cy3,0
941,1,29,25,103,0,Well6,Cy3,0
941,2,29,25,103,0,Well6,Cy3,796
941,3,29,25,103,0,Well6,Cy3,0
941,4,29,25,103,0,Well6,Cy3,0
1065,1,29,28,91,0,Well6,Cy3,0
1065,2,29,28,91,0,Well6,Cy3,0
1065,3,29,28,91,0,Well6,Cy3,-1
1065,4,29,28,91,0,Well6,Cy3,0
1258,1,29,32,104,0,Well6,Cy3,4
1258,2,29,32,104,0,Well6,Cy3,719
1258,3,29,32,104,0,Well6,Cy3,0
1258,4,29,32,104,0,Well6,Cy3,1
1291,1,29,33,101,0,Well6,Cy3,0
1291,2,29,33,101,0,Well6,Cy3,740
1291,3,29,33,101,0,Well6,Cy3,1
1291,4,29,33,101,0,Well6,Cy3,0
1335,1,29,34,93,0,Well6,Cy3,1
1335,2,29,34,93,0,Well6,Cy3,-6
1335,3,29,34,93,0,Well6,Cy3,0
1335,4,29,34,93,0,Well6,Cy3,-1
1336,1,29,34,96,0,Well6,Cy3,1
1336,2,29,34,96,0,Well6,Cy3,-5
1336,3,29,34,96,0,Well6,Cy3,0
1336,4,29,34,96,0,Well6,Cy3,0
821,1,30,22,991,0,Well6,Cy3,0
821,2,30,22,991,0,Well6,Cy3,8
821,3,30,22,991,0,Well6,Cy3,0
821,4,30,22,991,0,Well6,Cy3,0
822,1,30,22,998,0,Well6,Cy3,-1
822,2,30,22,998,0,Well6,Cy3,26
822,3,30,22,998,0,Well6,Cy3,2
822,4,30,22,998,0,Well6,Cy3,0
937,1,31,24,1996,0,Well6,Cy3,-1
937,2,31,24,1996,0,Well6,Cy3,-1
937,3,31,24,1996,0,Well6,Cy3,0
937,4,31,24,1996,0,Well6,Cy3,0
1210,1,31,30,1993,0,Well6,Cy3,-13
1210,2,31,30,1993,0,Well6,Cy3,21
1210,3,31,30,1993,0,Well6,Cy3,0
1210,4,31,30,1993,0,Well6,Cy3,0
1211,1,31,30,2003,0,Well6,Cy3,-20
1211,2,31,30,2003,0,Well6,Cy3,31
1211,3,31,30,2003,0,Well6,Cy3,0
1211,4,31,30,2003,0,Well6,Cy3,0
874,1,32,23,1067,0,Well6,Cy3,-4
874,2,32,23,1067,0,Well6,Cy3,96
874,3,32,23,1067,0,Well6,Cy3,2
874,4,32,23,1067,0,Well6,Cy3,1
919,1,33,24,1276,0,Well6,Cy3,3
919,2,33,24,1276,0,Well6,Cy3,522
919,3,33,24,1276,0,Well6,Cy3,0
919,4,33,24,1276,0,Well6,Cy3,3
1040,1,33,27,1277,0,Well6,Cy3,1
1040,2,33,27,1277,0,Well6,Cy3,490
1040,3,33,27,1277,0,Well6,Cy3,2
1040,4,33,27,1277,0,Well6,Cy3,-7
1195,1,33,30,1271,0,Well6,Cy3,3
1195,2,33,30,1271,0,Well6,Cy3,162
1195,3,33,30,1271,0,Well6,Cy3,9
1195,4,33,30,1271,0,Well6,Cy3,5
1240,1,33,31,1283,0,Well6,Cy3,3
1240,2,33,31,1283,0,Well6,Cy3,523
1240,3,33,31,1283,0,Well6,Cy3,0
1240,4,33,31,1283,0,Well6,Cy3,1
1037,1,34,27,1015,0,Well6,Cy3,0
1037,2,34,27,1015,0,Well6,Cy3,43
1037,3,34,27,1015,0,Well6,Cy3,3
1037,4,34,27,1015,0,Well6,Cy3,1
1138,1,34,29,1022,0,Well6,Cy3,2
1138,2,34,29,1022,0,Well6,Cy3,859
1138,3,34,29,1022,0,Well6,Cy3,3
1138,4,34,29,1022,0,Well6,Cy3,0
1404,1,34,35,1017,0,Well6,Cy3,0
1404,2,34,35,1017,0,Well6,Cy3,-9
1404,3,34,35,1017,0,Well6,Cy3,0
1404,4,34,35,1017,0,Well6,Cy3,0
1079,1,35,28,698,0,Well6,Cy3,-1
1079,2,35,28,698,0,Well6,Cy3,603
1079,3,35,28,698,0,Well6,Cy3,0
1079,4,35,28,698,0,Well6,Cy3,0
1188,1,36,30,832,0,Well6,Cy3,0
1188,2,36,30,832,0,Well6,Cy3,628
1188,3,36,30,832,0,Well6,Cy3,1
1188,4,36,30,832,0,Well6,Cy3,0
1189,1,36,30,836,0,Well6,Cy3,2
1189,2,36,30,836,0,Well6,Cy3,595
1189,3,36,30,836,0,Well6,Cy3,0
1189,4,36,30,836,0,Well6,Cy3,0
1588,1,36,39,829,0,Well6,Cy3,2
1588,2,36,39,829,0,Well6,Cy3,570
1588,3,36,39,829,0,Well6,Cy3,0
1588,4,36,39,829,0,Well6,Cy3,0
1589,1,36,39,835,0,Well6,Cy3,1
1589,2,36,39,835,0,Well6,Cy3,566
1589,3,36,39,835,0,Well6,Cy3,-1
1589,4,36,39,835,0,Well6,Cy3,0
1140,1,37,29,1062,0,Well6,Cy3,-1
1140,2,37,29,1062,0,Well6,Cy3,20
1140,3,37,29,1062,0,Well6,Cy3,1
1140,4,37,29,1062,0,Well6,Cy3,-1
1358,1,37,34,1058,0,Well6,Cy3,0
1358,2,37,34,1058,0,Well6,Cy3,-5
1358,3,37,34,1058,0,Well6,Cy3,2
1358,4,37,34,1058,0,Well6,Cy3,0
1314,1,38,33,1031,0,Well6,Cy3,0
1314,2,38,33,1031,0,Well6,Cy3,520
1314,3,38,33,1031,0,Well6,Cy3,0
1314,4,38,33,1031,0,Well6,Cy3,1
1405,1,38,35,1036,0,Well6,Cy3,15
1405,2,38,35,1036,0,Well6,Cy3,301
1405,3,38,35,1036,0,Well6,Cy3,0
1405,4,38,35,1036,0,Well6,Cy3,0
1406,1,38,35,1042,0,Well6,Cy3,0
1406,2,38,35,1042,0,Well6,Cy3,80
1406,3,38,35,1042,0,Well6,Cy3,1
1406,4,38,35,1042,0,Well6,Cy3,2
1407,1,38,35,1046,0,Well6,Cy3,1
1407,2,38,35,1046,0,Well6,Cy3,-4
1407,3,38,35,1046,0,Well6,Cy3,0
1407,4,38,35,1046,0,Well6,Cy3,0
1496,1,38,37,1021,0,Well6,Cy3,-1
1496,2,38,37,1021,0,Well6,Cy3,19
1496,3,38,37,1021,0,Well6,Cy3,0
1496,4,38,37,1021,0,Well6,Cy3,1
1545,1,38,38,1026,0,Well6,Cy3,-1
1545,2,38,38,1026,0,Well6,Cy3,46
1545,3,38,38,1026,0,Well6,Cy3,0
1545,4,38,38,1026,0,Well6,Cy3,0
1595,1,38,39,1031,0,Well6,Cy3,2
1595,2,38,39,1031,0,Well6,Cy3,417
1595,3,38,39,1031,0,Well6,Cy3,1
1595,4,38,39,1031,0,Well6,Cy3,2
1596,1,38,39,1037,0,Well6,Cy3,-9
1596,2,38,39,1037,0,Well6,Cy3,372
1596,3,38,39,1037,0,Well6,Cy3,1
1596,4,38,39,1037,0,Well6,Cy3,0
1255,1,39,32,57,0,Well6,Cy3,-1
1255,2,39,32,57,0,Well6,Cy3,387
1255,3,39,32,57,0,Well6,Cy3,0
1255,4,39,32,57,0,Well6,Cy3,0
1512,1,39,38,50,0,Well6,Cy3,0
1512,2,39,38,50,0,Well6,Cy3,-2
1512,3,39,38,50,0,Well6,Cy3,-1
1512,4,39,38,50,0,Well6,Cy3,-4
1621,1,39,40,62,0,Well6,Cy3,1
1621,2,39,40,62,0,Well6,Cy3,631
1621,3,39,40,62,0,Well6,Cy3,0
1621,4,39,40,62,0,Well6,Cy3,0
1463,1,40,36,1803,0,Well6,Cy3,1
1463,2,40,36,1803,0,Well6,Cy3,67
1463,3,40,36,1803,0,Well6,Cy3,-1
1463,4,40,36,1803,0,Well6,Cy3,0
1290,1,41,33,70,0,Well6,Cy3,0
1290,2,41,33,70,0,Well6,Cy3,466
1290,3,41,33,70,0,Well6,Cy3,0
1290,4,41,33,70,0,Well6,Cy3,1
1334,1,41,34,65,0,Well6,Cy3,-1
1334,2,41,34,65,0,Well6,Cy3,573
1334,3,41,34,65,0,Well6,Cy3,0
1334,4,41,34,65,0,Well6,Cy3,0
1513,1,41,38,74,0,Well6,Cy3,-2
1513,2,41,38,74,0,Well6,Cy3,55
1513,3,41,38,74,0,Well6,Cy3,1
1513,4,41,38,74,0,Well6,Cy3,-1
1711,1,41,42,71,0,Well6,Cy3,0
1711,2,41,42,71,0,Well6,Cy3,777
1711,3,41,42,71,0,Well6,Cy3,0
1711,4,41,42,71,0,Well6,Cy3,0
1804,1,41,44,78,0,Well6,Cy3,-1
1804,2,41,44,78,0,Well6,Cy3,455
1804,3,41,44,78,0,Well6,Cy3,1
1804,4,41,44,78,0,Well6,Cy3,0
1573,1,42,38,2016,0,Well6,Cy3,-3
1573,2,42,38,2016,0,Well6,Cy3,248
1573,3,42,38,2016,0,Well6,Cy3,1
1573,4,42,38,2016,0,Well6,Cy3,0
1763,1,42,42,2009,0,Well6,Cy3,-1
1763,2,42,42,2009,0,Well6,Cy3,40
1763,3,42,42,2009,0,Well6,Cy3,0
1763,4,42,42,2009,0,Well6,Cy3,2
2074,1,42,49,2017,0,Well6,Cy3,0
2074,2,42,49,2017,0,Well6,Cy3,20
2074,3,42,49,2017,0,Well6,Cy3,2
2074,4,42,49,2017,0,Well6,Cy3,0
1572,1,43,38,1980,0,Well6,Cy3,-1
1572,2,43,38,1980,0,Well6,Cy3,140
1572,3,43,38,1980,0,Well6,Cy3,1
1572,4,43,38,1980,0,Well6,Cy3,0
1659,1,43,40,1973,0,Well6,Cy3,-317
1659,2,43,40,1973,0,Well6,Cy3,158
1659,3,43,40,1973,0,Well6,Cy3,0
1659,4,43,40,1973,0,Well6,Cy3,0
1883,1,43,45,1978,0,Well6,Cy3,-2
1883,2,43,45,1978,0,Well6,Cy3,40
1883,3,43,45,1978,0,Well6,Cy3,-1
1883,4,43,45,1978,0,Well6,Cy3,-1
1510,1,44,37,2006,0,Well6,Cy3,-13
1510,2,44,37,2006,0,Well6,Cy3,83
1510,3,44,37,2006,0,Well6,Cy3,1
1510,4,44,37,2006,0,Well6,Cy3,0
1660,1,44,40,1999,0,Well6,Cy3,1
1660,2,44,40,1999,0,Well6,Cy3,164
1660,3,44,40,1999,0,Well6,Cy3,2
1660,4,44,40,1999,0,Well6,Cy3,0
1544,1,45,38,1011,0,Well6,Cy3,0
1544,2,45,38,1011,0,Well6,Cy3,46
1544,3,45,38,1011,0,Well6,Cy3,0
1544,4,45,38,1011,0,Well6,Cy3,1
1638,1,45,40,1016,0,Well6,Cy3,0
1638,2,45,40,1016,0,Well6,Cy3,0
1638,3,45,40,1016,0,Well6,Cy3,0
1638,4,45,40,1016,0,Well6,Cy3,0
1737,1,45,42,1020,0,Well6,Cy3,1
1737,2,45,42,1020,0,Well6,Cy3,24
1737,3,45,42,1020,0,Well6,Cy3,0
1737,4,45,42,1020,0,Well6,Cy3,1
1738,1,45,42,1028,0,Well6,Cy3,-2
1738,2,45,42,1028,0,Well6,Cy3,48
1738,3,45,42,1028,0,Well6,Cy3,1
1738,4,45,42,1028,0,Well6,Cy3,0
1861,1,45,45,1033,0,Well6,Cy3,6
1861,2,45,45,1033,0,Well6,Cy3,129
1861,3,45,45,1033,0,Well6,Cy3,0
1861,4,45,45,1033,0,Well6,Cy3,0
2049,1,45,49,1015,0,Well6,Cy3,5
2049,2,45,49,1015,0,Well6,Cy3,5
2049,3,45,49,1015,0,Well6,Cy3,0
2049,4,45,49,1015,0,Well6,Cy3,0
2050,1,45,49,1023,0,Well6,Cy3,1
2050,2,45,49,1023,0,Well6,Cy3,2
2050,3,45,49,1023,0,Well6,Cy3,1
2050,4,45,49,1023,0,Well6,Cy3,0
1548,1,46,38,1136,0,Well6,Cy3,-2
1548,2,46,38,1136,0,Well6,Cy3,285
1548,3,46,38,1136,0,Well6,Cy3,0
1548,4,46,38,1136,0,Well6,Cy3,0
1743,1,46,42,1131,0,Well6,Cy3,4
1743,2,46,42,1131,0,Well6,Cy3,32
1743,3,46,42,1131,0,Well6,Cy3,0
1743,4,46,42,1131,0,Well6,Cy3,1
1744,1,46,42,1135,0,Well6,Cy3,0
1744,2,46,42,1135,0,Well6,Cy3,407
1744,3,46,42,1135,0,Well6,Cy3,0
1744,4,46,42,1135,0,Well6,Cy3,1
1821,1,46,44,1140,0,Well6,Cy3,1
1821,2,46,44,1140,0,Well6,Cy3,-2
1821,3,46,44,1140,0,Well6,Cy3,2
1821,4,46,44,1140,0,Well6,Cy3,0
1914,1,46,46,1126,0,Well6,Cy3,-1
1914,2,46,46,1126,0,Well6,Cy3,9
1914,3,46,46,1126,0,Well6,Cy3,0
1914,4,46,46,1126,0,Well6,Cy3,2
1966,1,46,47,1134,0,Well6,Cy3,-1
1966,2,46,47,1134,0,Well6,Cy3,-5
1966,3,46,47,1134,0,Well6,Cy3,2
1966,4,46,47,1134,0,Well6,Cy3,1
2011,1,46,48,1142,0,Well6,Cy3,0
2011,2,46,48,1142,0,Well6,Cy3,1
2011,3,46,48,1142,0,Well6,Cy3,-1
2011,4,46,48,1142,0,Well6,Cy3,0
2099,1,46,50,1137,0,Well6,Cy3,-1
2099,2,46,50,1137,0,Well6,Cy3,2
2099,3,46,50,1137,0,Well6,Cy3,0
2099,4,46,50,1137,0,Well6,Cy3,1
2181,1,46,52,1142,0,Well6,Cy3,4
2181,2,46,52,1142,0,Well6,Cy3,0
2181,3,46,52,1142,0,Well6,Cy3,1
2181,4,46,52,1142,0,Well6,Cy3,1
1939,1,47,46,1962,0,Well6,Cy3,0
1939,2,47,46,1962,0,Well6,Cy3,441
1939,3,47,46,1962,0,Well6,Cy3,0
1939,4,47,46,1962,0,Well6,Cy3,0
2118,1,47,50,1959,0,Well6,Cy3,0
2118,2,47,50,1959,0,Well6,Cy3,35
2118,3,47,50,1959,0,Well6,Cy3,0
2118,4,47,50,1959,0,Well6,Cy3,0
1685,1,48,41,881,0,Well6,Cy3,-1
1685,2,48,41,881,0,Well6,Cy3,575
1685,3,48,41,881,0,Well6,Cy3,0
1685,4,48,41,881,0,Well6,Cy3,-4
1780,1,48,43,876,0,Well6,Cy3,2
1780,2,48,43,876,0,Well6,Cy3,656
1780,3,48,43,876,0,Well6,Cy3,1
1780,4,48,43,876,0,Well6,Cy3,0
1688,1,49,41,1073,0,Well6,Cy3,2
1688,2,49,41,1073,0,Well6,Cy3,21
1688,3,49,41,1073,0,Well6,Cy3,-1
1688,4,49,41,1073,0,Well6,Cy3,0
1739,1,49,42,1066,0,Well6,Cy3,0
1739,2,49,42,1066,0,Well6,Cy3,22
1739,3,49,42,1066,0,Well6,Cy3,0
1739,4,49,42,1066,0,Well6,Cy3,0
1784,1,49,43,1055,0,Well6,Cy3,-5
1784,2,49,43,1055,0,Well6,Cy3,14
1784,3,49,43,1055,0,Well6,Cy3,0
1784,4,49,43,1055,0,Well6,Cy3,-1
2052,1,49,49,1064,0,Well6,Cy3,-2
2052,2,49,49,1064,0,Well6,Cy3,283
2052,3,49,49,1064,0,Well6,Cy3,0
2052,4,49,49,1064,0,Well6,Cy3,0
2231,1,49,53,1057,0,Well6,Cy3,9
2231,2,49,53,1057,0,Well6,Cy3,37
2231,3,49,53,1057,0,Well6,Cy3,1
2231,4,49,53,1057,0,Well6,Cy3,0
1764,1,50,43,100,0,Well6,Cy3,-1
1764,2,50,43,100,0,Well6,Cy3,637
1764,3,50,43,100,0,Well6,Cy3,0
1764,4,50,43,100,0,Well6,Cy3,0
2030,1,50,49,97,0,Well6,Cy3,1
2030,2,50,49,97,0,Well6,Cy3,583
2030,3,50,49,97,0,Well6,Cy3,-1
2030,4,50,49,97,0,Well6,Cy3,1
1684,1,51,41,861,0,Well6,Cy3,0
1684,2,51,41,861,0,Well6,Cy3,764
1684,3,51,41,861,0,Well6,Cy3,-1
1684,4,51,41,861,0,Well6,Cy3,0
1856,1,51,45,863,0,Well6,Cy3,0
1856,2,51,45,863,0,Well6,Cy3,284
1856,3,51,45,863,0,Well6,Cy3,1
1856,4,51,45,863,0,Well6,Cy3,0
2133,1,51,51,859,0,Well6,Cy3,1
2133,2,51,51,859,0,Well6,Cy3,467
2133,3,51,51,859,0,Well6,Cy3,2
2133,4,51,51,859,0,Well6,Cy3,1
1734,1,52,42,887,0,Well6,Cy3,0
1734,2,52,42,887,0,Well6,Cy3,396
1734,3,52,42,887,0,Well6,Cy3,1
1734,4,52,42,887,0,Well6,Cy3,17
1857,1,52,45,888,0,Well6,Cy3,0
1857,2,52,45,888,0,Well6,Cy3,472
1857,3,52,45,888,0,Well6,Cy3,0
1857,4,52,45,888,0,Well6,Cy3,101
1907,1,52,46,899,0,Well6,Cy3,0
1907,2,52,46,899,0,Well6,Cy3,638
1907,3,52,46,899,0,Well6,Cy3,1
1907,4,52,46,899,0,Well6,Cy3,-2
1740,1,53,42,1081,0,Well6,Cy3,0
1740,2,53,42,1081,0,Well6,Cy3,81
1740,3,53,42,1081,0,Well6,Cy3,20
1740,4,53,42,1081,0,Well6,Cy3,1
1741,1,53,42,1089,0,Well6,Cy3,0
1741,2,53,42,1089,0,Well6,Cy3,494
1741,3,53,42,1089,0,Well6,Cy3,0
1741,4,53,42,1089,0,Well6,Cy3,-1
1912,1,53,46,1083,0,Well6,Cy3,4
1912,2,53,46,1083,0,Well6,Cy3,52
1912,3,53,46,1083,0,Well6,Cy3,5
1912,4,53,46,1083,0,Well6,Cy3,1
2098,1,53,50,1082,0,Well6,Cy3,0
2098,2,53,50,1082,0,Well6,Cy3,0
2098,3,53,50,1082,0,Well6,Cy3,1
2098,4,53,50,1082,0,Well6,Cy3,0
2139,1,53,51,1086,0,Well6,Cy3,4
2139,2,53,51,1086,0,Well6,Cy3,65
2139,3,53,51,1086,0,Well6,Cy3,0
2139,4,53,51,1086,0,Well6,Cy3,4
2324,1,53,55,1084,0,Well6,Cy3,0
2324,2,53,55,1084,0,Well6,Cy3,344
2324,3,53,55,1084,0,Well6,Cy3,0
2324,4,53,55,1084,0,Well6,Cy3,0
1852,1,54,45,704,0,Well6,Cy3,0
1852,2,54,45,704,0,Well6,Cy3,909
1852,3,54,45,704,0,Well6,Cy3,2
